Drugs,Cbln2,Cyp1a1,Muc2,Ankrd34a,Asb14,Ly6al,LOC102548022,Btbd2,Pax9,Mybl2,Tcp11,Palmd,Sez6l2,C1qtnf4,Cbfa2t3,Aldh1a2,LOC102549724 /// LOC102549828,LOC102552294,Wisp2,Magi1,Tubb4a,Katnbl1,RGD1308775,Mypop,Fam163b,Myoz1,Ctrl,Zfp385c,S100a3,Drp2,Tbcd,Fgf14,Defb1,Tmem107,Tacr1,Lyzl6,Drd2,Nup37,LOC102546927,Col5a3,Kprp,LOC102556906,Plxna3,LOC102549880,Rasgrf1,Fscn3,Retnla,Cpne7,Senp8,Fjx1,Igfl3,Bspry,Tmem182,Lix1,Camkv,Cckbr,Tmem151a,Akr1b7,Lhfpl2,Ap3b2,Kcnc3,Znrf2,LOC687508,Zfp592,Fbrs,Rimbp2,Ndrg4,Asah2,Slc24a4,Fa2h,Kcnj3,Paqr4,LOC102551963,Egflam,Lce3d,Trpm8,Fignl1,Slc34a1,Apc2,LOC102553932,Opcml,Olr1500,Purb,Srp54a,Col20a1,Glis1,Noxred1,Apaf1,Col15a1 /// LOC100909752,Amph /// LOC100909679 /// LOC100910792,LOC102557140,Nkx2-5,LOC100909684,Rpl3,Hap1,Hspa9,Pak3,RGD1311517,Msx1,Fam83h
 nitrofurantoin,4.654888162,6.499671033,5.363389531,6.881589612,6.551747889,5.389473263,5.288017833,7.58768914,4.516351137,5.186458615,6.259728601,6.558917485,6.420172872,6.058034382,5.546669064,6.821522102,5.357043802,5.25050084,4.725687869,5.410668137,7.664627066,6.115572617,6.451393871,6.475009235,5.881167312,5.156180223,6.348286369,5.837205103,6.089849822,6.129887409,5.63782184,4.440986435,5.49973209,5.342871572,5.120117195,4.857168978,5.504335005,4.845580025,5.375029952,6.280574239,5.690044109,6.683755144,6.81494528,6.221107847,5.957290911,5.072453779,6.138828175,7.228556835,6.497914069,4.902726153,6.071200372,5.910936117,4.478110023,4.851456066,6.089384728,6.71040363,6.440992081,6.779850756,6.746764482,6.399511466,5.474946937,4.934034633,5.625811601,5.799994552,6.589584103,5.478643411,6.015487517,6.932187052,6.20393653,6.328039194,5.36770119,6.634929877,6.045795143,5.969535018,5.935810305,4.695243546,4.95955379,6.068013273,5.46209625,5.540859367,5.244271442,4.279312187,5.144756034,7.066465211,4.626393275,6.353449328,5.93856652,6.088665109,6.12994085,5.013884852,5.042791512,5.148113369,4.175828358,8.499224291,7.057743129,5.588223823,6.562793352,5.972257776,5.838425,6.521665275
 nitrofurazone,7.374104751,7.508862176,7.825673686,8.591202971,7.870270995,7.864057764,7.162951876,9.088599591,6.936081784,7.757211493,8.6066858,8.031643574,8.043538586,7.721670564,8.022685175,8.240560323,7.641328121,6.033244064,6.353181,7.23139496,9.241015092,7.055775185,8.225585353,8.486827072,7.431157825,7.28413019,6.473869965,7.411595569,8.063208191,7.935011381,7.692062731,6.46246187,7.230322699,7.494030718,7.640682927,7.017130596,7.064085309,6.916445137,7.726931386,7.578529474,7.013732056,8.050658142,8.463896907,7.34803869,8.041402666,7.168664636,8.121228698,8.810218991,7.782179351,6.856658821,7.681418603,7.657631668,6.40427011,6.286664913,6.739576367,7.591607108,8.089932482,9.253492042,7.821892028,7.773623372,7.342586008,6.984199838,7.621979563,6.745322887,7.00153328,7.018914307,7.530329309,8.01584164,7.577316227,7.787181892,8.128054324,8.30142645,7.757627172,7.658186752,7.863473841,6.441965547,6.877532748,7.517879162,6.90247264,6.971962965,7.270333068,6.547749456,7.098114669,8.341884757,7.359179555,8.45551869,7.238478495,8.030343959,7.664806035,7.176727095,7.375465338,7.009194687,5.969678795,8.900019397,8.077525671,7.418891437,7.733718912,7.826156319,7.481843381,8.131639331
 nitrosodiethylamine,3.492743268,4.827198314,3.925280432,4.634835694,4.764752165,4.517333109,4.358708664,6.109925214,3.556418543,5.054805506,5.100158743,5.206166298,5.112187743,4.730901816,4.12785422,4.507333477,4.621102345,3.802350562,4.043524726,4.566415841,6.326800187,4.537879662,4.767788952,5.319222009,4.253594323,4.224040128,4.840794213,4.392061387,4.76484825,4.538211095,4.169748597,3.576335524,3.837849431,4.493575859,4.51314178,4.022913326,4.303806244,4.167775884,4.218917867,4.552854985,4.144416628,4.855935522,4.956878583,4.331505223,5.332343042,4.492191988,5.031973809,5.62891602,4.761189669,3.996133056,4.624243136,4.426791588,3.516682131,3.766614141,3.895745588,5.259749345,5.129727262,6.471093599,4.968756654,4.505558505,4.233740283,3.778432319,4.549000439,4.360234722,4.028050542,4.078197046,4.778443666,4.436957281,4.764183449,5.670149263,4.7969314,4.897779223,4.560726595,3.925574177,4.807273764,4.059679833,4.262666654,3.948508694,3.832460611,4.935551352,4.604832687,3.655003004,3.894746397,5.280214988,3.855821823,5.382220478,4.513113803,4.630663947,4.611522362,3.807881503,3.980998703,4.413388117,3.965763738,5.576508527,5.642472517,4.248878475,5.719392746,4.752827161,4.429821377,5.547452263
 omeprazole,3.747407705,9.684684275,3.648172575,4.675461556,4.310914644,3.967051428,3.96505058,5.934418166,3.458083969,3.597606329,4.975616838,3.971451777,4.651268255,4.613028225,4.339202157,4.88131558,4.115143852,3.501833931,3.64052966,4.296684245,5.968327925,3.65595484,4.43804409,5.441426671,4.07914245,3.955606306,4.258990119,3.959332655,4.407389175,4.425375486,4.054057162,3.317957887,3.81084683,3.935729849,4.053701188,3.867551865,4.138827363,3.787231793,4.443203599,4.283887329,3.736142429,4.566875528,4.729279386,4.009680924,5.368702181,4.023724079,5.083184844,5.175599034,4.626958083,3.618575048,4.481325347,4.082214014,3.225389308,3.548413891,3.676057757,4.542484296,4.927993646,5.274814481,4.183073959,4.272798198,3.8439048,3.662783637,3.81621837,4.156009879,3.642839881,3.881525471,4.493314628,3.928907278,4.032127082,5.185524069,4.821233266,4.183278804,4.023556576,3.97913001,4.322533501,3.738943929,4.213309248,3.617250361,3.371027346,4.534693834,4.151350279,3.372151175,3.684084025,5.01395272,3.617091443,4.948122973,4.31490263,4.135099001,3.871039899,3.578993005,3.687069839,4.083717723,3.770987843,5.091624848,5.118213939,3.734042609,5.254293494,4.643903163,4.353336066,4.570060219
 papaverine,4.182237376,4.487970127,3.945794333,4.664047175,4.685723618,4.54311446,4.127342398,6.390397597,3.697737274,3.811914717,4.880389311,4.364087858,4.72281442,4.472025858,4.400172922,4.688424984,4.2818117,4.136079013,3.811991022,4.807305243,6.066297954,4.209255805,4.348014158,5.128418278,3.887445493,4.28125019,4.724952917,4.18481162,4.412869305,4.366066091,3.864638074,3.481941601,4.460834561,4.11148739,4.032457594,4.110809674,4.169472606,3.876996276,4.493256227,4.402783393,3.777062669,4.926229471,5.336917461,4.343922915,5.312836479,3.905538059,4.795664279,5.658203941,4.180981515,4.020501474,4.597417293,4.406888796,3.457037663,3.722414772,3.779255464,4.66195977,4.866892592,4.823574289,4.768884876,4.17448556,3.929233346,3.629640274,4.086303566,4.554394395,3.903764875,4.121999128,4.57085503,4.464934006,5.28031639,5.266795712,4.819923746,4.512711065,4.175318949,4.081494768,4.613874693,3.885195857,4.196213509,4.741637454,3.932326379,4.57493148,4.559673797,3.486832973,3.859791892,5.39577873,4.740316693,5.209380931,4.449204955,4.434902411,4.802760833,3.819052395,3.781527495,4.08240235,3.936643871,7.310813677,5.138579878,3.791529168,4.817540413,4.73011303,4.228667279,5.361079599
 pemoline,7.813717489,7.611967328,7.455510976,8.431747195,8.344836584,7.682470235,7.442394456,9.449973208,6.907489239,7.355391711,8.59543361,7.746421728,8.168577703,8.141725799,7.603040414,8.111355888,7.545524164,6.317551105,7.071454135,7.668820395,9.299804947,7.670279308,7.692762226,8.420917384,7.22612863,7.5340969,8.170282745,7.274332802,7.496714888,7.599597744,7.446551812,6.66252003,7.180763862,7.207747793,7.214167509,7.463078299,7.426267267,7.070855348,7.469685772,7.406666354,6.580359051,7.81356675,8.260397945,7.314344139,8.252358743,7.163357611,8.079080237,8.486691146,7.775482686,7.127316936,7.807213826,7.443377273,6.527976991,6.757567214,6.989622817,8.04166161,8.000270988,9.354059642,7.631438635,7.687998736,7.499704157,7.203639646,7.348166029,7.433828622,6.971207399,7.309454387,7.397117,7.688314198,7.350499383,8.017609809,7.756250332,7.961254342,7.400178097,7.13668767,7.721460153,6.715228969,6.733532723,7.02221134,6.68467521,7.378818847,6.741247086,6.41927313,7.105231967,8.218212352,6.853375107,7.999796763,7.45125274,7.706161358,7.438579665,6.951842961,6.870303936,7.308255221,6.586932456,8.647205315,8.54185607,6.829790937,7.962549979,7.539488942,7.322031963,7.710273943
 penicillamine,3.63975898,4.507878035,3.888386255,5.364098237,5.19875119,4.786398929,4.139640597,6.30242306,3.680508737,3.751573882,5.434657565,4.348310299,4.970811692,4.822059353,4.731751996,5.108175736,4.373849741,3.542364529,3.678575859,4.448108958,6.354626309,4.306504593,5.266124607,5.564850976,4.739928552,4.002562219,4.236630087,4.30761454,4.796878566,4.609372917,4.412099331,3.592749923,3.850842322,4.187907756,4.315550757,3.950231188,4.107102799,3.93101655,4.524821576,4.444006999,3.984434009,5.352777385,5.456141802,4.377977989,5.30743139,4.129974711,5.247572978,6.009553093,5.427864015,3.779194148,4.96556255,4.351474856,3.391707277,3.678068015,4.454652845,5.059893368,5.085739533,6.405856416,4.962705313,4.849405457,4.304100653,3.836574421,4.26809303,4.626652548,4.761826044,3.986085748,4.846396878,5.163649888,4.951195577,4.965035086,4.637983718,5.16335955,4.496698699,4.263143622,5.252839111,3.915961442,4.458884098,3.894381038,3.891652355,4.538546302,4.410513063,3.559788087,3.694316817,5.662450847,3.501501445,5.61188423,4.335596011,5.091164393,4.605223807,4.255287752,4.142450825,4.057026097,3.513580286,6.267260821,5.863437913,4.493801925,5.277686013,4.949880156,4.760777439,4.932515088
 perhexiline,3.650415978,4.52120763,3.923729713,5.002610857,4.808437247,4.354342885,4.306067841,5.974337598,3.515763792,3.936498841,5.104982573,4.191814062,4.729599745,5.09831838,4.103112446,4.839406959,4.298315049,3.645324654,3.952912769,4.346485004,6.282454943,4.203265914,4.49316644,5.340843899,4.18940151,3.972379933,4.566140507,4.186626751,4.653560332,4.18614701,4.186982712,3.501826756,3.753365588,3.99715599,4.097469768,4.040199343,4.290111772,4.121779882,4.100121253,4.398299572,3.900063319,4.72445079,5.268698782,4.11454631,5.159710191,4.120422457,4.911000378,5.550262879,5.043967944,3.799737589,4.574383943,4.319721781,3.432323415,3.837802392,3.784770267,4.800983257,5.004543163,3.849461424,4.396611119,4.3844265,4.178674486,3.739847005,3.876440844,4.272381034,4.081554577,4.101723966,4.372023269,4.227824441,4.399666327,5.180263057,4.883378571,4.746329763,4.272326796,4.133644349,4.553830756,3.92454789,4.191303119,3.830339668,3.718672152,4.908293865,4.402795136,3.490388263,3.847810742,5.301135108,3.519149264,5.428492172,4.486493997,4.441148695,4.162284932,3.888456671,3.899126439,4.225240398,3.850876513,5.221539022,5.63927397,4.17111603,5.255151027,4.492716661,4.581814424,4.789613111
 phalloidin,3.658647802,4.429740596,3.585858956,4.569555116,4.670974282,4.052984833,3.831430769,6.003683351,3.129994811,3.640266337,5.230011504,4.377120211,4.647700523,4.792882966,3.91307062,5.021275487,4.089693801,3.241017219,3.722006973,4.291224207,6.200767833,4.331622359,4.403035852,5.155428433,3.900382172,4.274268407,4.332521837,4.09341728,4.463617861,4.048211542,4.071257168,3.006491749,3.683796755,3.970209482,3.745750676,3.611147757,4.109338249,3.647764272,4.147358699,4.412942318,3.911939486,5.043051541,4.958444364,3.861435175,4.963051626,3.844871195,4.671972899,5.443310959,4.831549272,3.663037306,4.444144706,4.578637421,3.119482455,3.534385934,3.560901609,4.94798626,4.859165038,4.35868394,5.042004354,4.509455979,3.783269197,3.700447263,3.782691554,4.11363011,4.541603822,3.599996318,4.504627082,4.856409938,4.158606139,4.887302028,4.548705301,5.499959537,4.237871892,4.059002959,4.571842263,3.607001432,3.687433938,3.490828835,3.761587859,4.501202845,4.223686477,3.165255488,3.614465639,5.064243772,3.127275028,4.788335491,4.432582869,4.69269856,4.429373709,3.803986011,3.534622289,3.994631351,3.529798894,5.510129832,5.524700007,3.535446223,5.009782897,4.394304174,4.113685563,4.93123985
 phenacetin,3.704212379,7.107029815,4.072156004,5.011471907,4.633310481,4.445482698,4.785198699,6.010243195,3.916786509,4.305092736,5.426556468,4.338950038,5.11239467,5.126718541,4.027156743,4.660204054,4.673627499,3.704262326,3.997254571,4.780156331,6.64654845,4.45358733,4.590034145,5.410343826,4.240616581,4.53616036,4.454739258,4.52805036,4.747630872,4.875076903,4.37168005,3.742747416,3.899231469,4.32523407,4.627673098,4.179502145,4.462980798,4.096271975,4.406407691,4.675213668,4.088643493,4.828273927,5.196842104,4.578346021,5.450160528,4.408612217,5.433733183,5.577617904,4.545960105,4.104532126,4.783595062,4.444035567,3.644453788,3.922568872,3.948510658,5.276914556,4.799546062,6.989657477,4.729407445,4.633814296,4.50520052,4.15536273,4.123313628,4.453286237,4.332048875,4.321148979,4.771381988,4.942344644,5.10056228,5.571738574,5.036586975,4.632129941,4.65260106,4.277034847,4.857585744,4.048800644,4.322671915,4.02227585,4.171874716,4.641723312,4.595343514,3.804670741,4.264823035,5.642094139,3.855443906,5.301382927,4.62572284,4.993210052,4.501304772,3.915698643,3.884982645,4.599313281,4.001856822,5.372373711,5.663046439,4.549542713,5.803074091,4.820453853,4.636620186,5.120749319
 phenobarbital,3.425359352,4.362884532,4.073121171,4.965825057,4.690372655,4.09818401,4.398032515,6.602260703,3.538527506,4.096061648,5.038947441,4.101128655,4.757622572,4.956911685,4.134534629,4.409393833,4.399424524,3.797491993,3.836849684,4.452806631,6.153389373,4.181519027,4.695193511,5.304775089,4.086755722,4.329354215,4.303470474,4.184208365,4.622671572,4.418371228,4.128924151,3.419416651,3.823763797,4.371277049,4.163293303,4.131755242,4.348537236,3.952925761,4.175327684,4.626743512,4.055716474,5.019031497,5.017586283,4.189887806,5.266267002,4.133428927,5.14801012,5.351573047,4.476639277,3.999636706,4.394997963,4.31486802,3.400593716,3.712512574,4.165436449,4.855276795,4.962656703,6.570899543,4.343667507,4.586042498,4.044897003,3.788036009,4.080575071,4.463413181,3.94831832,4.150293507,4.672099627,4.463978379,4.537436824,5.519609398,4.995176998,4.745199712,4.280393289,4.093489169,4.571115707,4.013261712,4.54905539,3.946324264,3.681317697,4.732341611,4.191875313,3.499922849,4.405921335,5.623029663,3.966744862,5.446467564,4.551330337,4.572593457,4.253598418,3.68072517,3.953980503,4.547281699,3.856179535,5.920137331,5.556325254,3.931530519,5.594485389,4.726705552,4.433963637,5.064273679
 phenylanthranilic_acid,3.627382088,4.740746849,3.889946333,5.066850517,4.888965718,4.316452043,4.115433668,6.742568772,3.568686124,3.660085545,5.129136257,4.534432126,5.12159095,4.672243869,4.452357563,5.29700001,3.960980388,3.689234555,3.67374644,3.950623802,6.404533966,4.247876663,4.555389442,5.498585794,4.462296479,3.794558871,4.891026142,4.300457744,4.483545478,4.495339307,3.944463653,3.524632421,4.186335677,4.235296866,4.217136968,3.736174792,4.118486254,3.883709701,3.949462615,4.866671816,4.370794028,4.972602513,5.335300017,3.964014901,5.305196409,3.927326271,4.916718289,5.926287351,5.052768883,3.876009038,4.682935434,4.527930275,3.24342283,3.659688291,4.578656934,5.314349168,5.331902258,7.082063037,4.596531793,4.919762951,4.115844417,3.888270853,4.198975356,4.244112233,4.519785658,4.131622315,4.42456947,4.900100181,4.487764594,4.765010256,4.595379483,5.124560199,4.749270218,4.13762295,4.924770426,3.831128634,3.965176404,3.957304514,3.737378203,4.480408512,3.955625016,3.425337586,4.484177053,5.594014997,4.215096013,5.250898655,4.321133086,4.515278541,4.418729596,4.082405887,4.218843293,4.287959137,3.533007583,6.472707381,5.327817087,3.96540852,5.287239774,4.595860577,4.346518043,5.141455518
 phenylbutazone,3.463198032,4.40088834,3.889906598,4.696915282,4.398669064,3.911654398,4.158645615,6.165339259,3.516201615,3.911795774,4.904761025,4.084007203,4.631197325,4.946383881,3.953154836,4.388981702,4.259997792,3.635536747,3.603405123,4.223411802,5.916499978,3.860804294,4.263039954,4.986280875,3.768814023,4.30298019,4.433354076,3.94833127,4.355019167,4.198945497,3.898512848,3.339660212,3.596907201,4.063920106,4.25857222,3.9838224,4.328022773,3.954084776,3.951657812,4.807973997,3.576099473,4.777373538,4.980890278,4.21554777,5.344555775,4.078119174,4.888370082,5.096662017,4.146317031,3.695854799,4.307539413,4.322292745,3.287085264,3.67204351,3.93923066,4.823950646,4.918689002,5.470240204,4.252723728,4.542819017,3.906014442,3.69477027,4.254151618,4.336774128,3.738308918,4.059449153,4.676483009,3.942315504,4.203544315,5.362811276,4.839382579,4.4983896,4.175293926,3.709088984,4.317573521,3.95422017,4.219204617,3.91067642,3.474679,4.546379021,4.375817408,3.34355675,4.137060524,5.455065095,4.095500314,5.163003436,4.107716342,4.343631879,4.080455615,3.619763238,3.524889211,4.130283358,3.802685404,6.33909131,5.252261746,4.13048585,5.409947351,4.520546094,4.226811645,4.765002618
 phenytoin,3.200631408,3.946254507,3.754759612,4.497225031,4.347939452,3.768780144,4.040359419,6.056384159,3.292404486,3.638829643,4.689487662,4.052946949,4.576317185,4.540193986,3.922113819,3.926812799,4.168022224,3.502110139,3.586213841,4.238186636,6.029344137,3.795737353,4.111205233,4.936071888,3.620611561,4.12222794,3.98319731,3.897869655,4.300959954,4.010505722,3.771188542,3.055908978,3.656496916,4.0052484,4.182081201,3.972618355,3.816858373,3.663587972,3.769096768,4.578649972,3.641973094,4.556222633,4.924937588,4.063473173,5.050724333,3.847654229,4.708519989,5.089908845,3.972645041,3.630593338,4.220052135,4.045598181,3.182450009,3.531407454,3.65518339,4.660296691,4.537179366,5.644677049,4.13899071,4.601041919,3.821273766,3.642196206,3.870673405,4.366105118,3.869146003,3.855814742,4.523936157,4.051080756,4.275182784,5.217086355,4.890036583,4.549010404,4.27622924,3.827071145,4.238292183,3.861614389,4.085000153,3.721536964,3.387188934,4.344514141,4.196861869,3.307332198,4.172594508,5.471135173,3.577507169,5.143343559,4.083327026,4.118776532,4.000775882,3.58867586,3.729356394,4.258345529,3.686453455,5.258324917,5.286700825,3.734319711,5.333056888,4.397564353,3.989115645,4.596103761
 phorone,3.959020071,4.737819492,4.002230846,4.705374824,5.12281943,4.265884795,4.087189338,6.260667273,3.850694498,3.918486397,5.032951735,4.478251557,4.827676278,4.612947313,4.561779756,5.187275058,4.385896986,4.3334962,4.030767282,4.758935153,6.132836815,4.299137934,4.814164131,5.198885577,4.013696808,4.235458191,4.872683187,4.257343676,4.393986021,4.410266946,4.103934481,3.435467389,3.896706917,4.592738085,4.419754267,4.507175276,4.202574961,3.890766608,4.073032353,4.358537389,3.971109978,4.88568205,5.368517742,4.483656344,5.155209705,4.16449306,5.032445529,5.648447859,4.371962264,4.266542371,4.687953052,5.064818237,3.426683494,3.78183428,3.748831384,4.96439305,5.127182973,8.081006584,5.142241904,4.65072365,4.22711245,3.879204194,4.860583687,4.735616691,4.362829625,4.135998665,4.817360666,5.221860379,5.400755261,5.33320868,4.999108917,5.012401588,4.35048602,3.991627591,4.87377812,3.977463649,4.132791141,5.294292142,4.132884952,4.666408882,4.63295519,3.571602416,3.91555842,5.63814319,4.893073216,5.562987527,4.885005469,4.941311917,5.301276718,3.86957589,3.938731479,4.577516645,3.630003899,7.072455997,5.475982469,4.544351379,5.406302158,4.712112571,4.404399254,5.631711044
 promethazine,3.417496233,5.836978642,3.346845158,4.250388845,4.167492707,4.026379112,3.873877917,5.7086594,3.170191867,3.379927828,5.141314106,4.131681805,4.468130594,4.339364638,4.073111895,4.39009563,3.81641799,3.139662022,3.299954993,4.118195308,5.760470439,4.014577584,3.961774396,4.898535645,3.723247617,3.625916844,4.474545258,3.679260417,4.072504898,3.762610646,3.684769688,3.045385085,3.48467519,3.768510299,3.570248225,3.346539681,3.648562934,3.611544158,3.685655264,4.251077728,3.4609916,4.60160387,4.509981355,3.520332294,4.716165199,3.599804811,4.397393128,4.991237816,4.253314021,3.560585539,4.39806097,3.980678115,2.918791645,3.179291686,3.266386898,4.243159654,4.508460313,4.084809451,4.188627406,4.475240965,3.654924621,3.408005409,3.417996999,3.906287449,3.821171025,3.442482139,3.986051936,4.181679532,3.887685068,4.792118245,4.128780954,4.397646023,3.837005236,3.57808214,4.016270229,3.420103968,3.460174643,3.424839062,3.64915104,4.478742772,4.053370657,3.080552997,3.350229225,4.542821988,3.245395018,4.482136804,4.081933114,3.973254617,3.750736487,3.31414326,3.383664176,3.735570462,3.218597325,4.801142185,4.913391583,3.362895889,4.532576209,4.046734904,3.946196845,4.868005917
 propranolol,3.829810456,5.059043107,4.073706165,5.57698491,5.001378353,4.144349966,4.107207848,6.987963168,3.670256894,3.668194648,5.371284646,5.698578247,5.154594539,4.458055948,4.666136199,5.635173759,4.078346337,4.320358706,3.59426708,4.432007639,6.370408655,5.178321454,4.813250268,5.261408223,4.681776565,3.757919784,4.280041839,4.398322808,4.532197631,4.470632056,4.383215565,3.536084719,4.483849118,3.783284409,4.08216156,3.91013661,4.197306887,3.763143541,4.115874296,4.722053943,4.32346727,5.607748008,5.073990434,4.419641417,5.051315819,3.574857218,4.646215606,6.13944449,5.407978151,3.869275623,4.781670147,4.541674834,3.473505598,3.744905272,4.699404954,5.321089548,4.94262566,5.19880521,5.115850959,5.45164583,4.499895794,4.136877439,4.09719303,4.581471133,5.720139081,4.226408537,4.679464561,5.502447289,4.921727971,4.925903344,3.996337016,5.234277834,4.507698481,4.407304508,4.975999391,3.48521255,3.84889151,4.618525448,4.268828016,4.476656985,4.181649185,3.271753245,3.769446587,5.827937028,3.974494157,4.788140898,3.819043109,4.893446626,4.827765988,4.458372598,3.92936385,4.196335616,3.257062198,7.318518511,5.664071284,4.478861231,5.112017597,5.006201425,4.538371439,5.614403395
 propylthiouracil,3.935735962,5.028661723,4.257080823,5.425332097,4.878377547,4.688860661,4.524959903,6.215468595,3.76279895,3.960768713,5.567616062,4.841640478,5.095570329,5.408570168,4.531705321,5.172968922,4.280903542,3.816581021,3.968248485,4.593540992,6.574501991,4.414123253,4.869672738,5.584463708,4.468684982,4.352600664,5.097184459,4.598603005,4.941425282,4.565750616,4.554257259,3.465882161,4.058451348,4.396570262,4.113401454,4.421758864,4.132456134,4.467427066,4.605545037,4.752345118,4.111201334,5.347227243,5.607488845,4.335417616,5.639564828,4.286622426,5.367116479,5.90750623,5.259821599,4.115308585,5.008228685,4.593899837,3.548902299,3.979483335,3.949459628,5.180565477,5.354432283,6.617487975,4.801063606,4.950100544,4.327683222,4.321528857,4.206168737,4.674903592,4.297769964,4.556451475,4.701808455,4.921864059,4.655259247,5.078721322,5.073682558,4.913225039,4.714768523,4.736251087,4.931401472,4.055113983,4.782003115,3.997485434,3.97072949,4.81795477,4.760035462,3.527004265,4.096633624,5.780652782,3.776119017,5.445332121,4.951499455,4.627620088,4.519081947,4.013732509,4.118734058,4.328373787,4.056316639,6.266285333,5.508498503,4.406541348,5.644775747,4.837216138,4.581232965,5.18534254
 quinidine,3.788624028,5.070847101,3.795066171,5.107732041,5.193814198,4.289841104,4.445275765,6.392825507,3.521166234,4.134382087,5.523643037,4.949070937,5.18139277,5.317303553,4.269817887,5.160131733,4.546366904,3.568304575,3.828444282,4.66841557,6.46129962,4.581079244,4.979831693,5.566535277,4.485490551,4.09426493,5.159325404,4.338686209,4.750372096,4.582651744,4.195084864,3.49927447,3.899463229,4.265789396,4.275422952,4.117422107,4.633929542,4.126961242,4.61397259,5.236455136,3.962955776,5.239625451,5.523997668,4.299692624,5.685560384,4.299529497,5.185992372,5.871891622,5.374796925,4.00062048,4.983173587,4.419575828,3.30408544,3.742156862,3.769887426,5.122996382,5.399093009,4.480902861,5.11045037,4.845239144,4.379473185,3.844509207,4.170850635,4.843042862,4.627328593,4.273751759,4.548858495,4.779112345,4.9475743,5.43635358,4.874406821,4.828869536,4.453040914,4.277847538,4.968929936,3.947974934,4.139674641,3.858509132,4.105326009,5.028876863,4.699549333,3.54164922,4.153171349,5.686625358,4.066378399,5.550862877,5.08436532,4.822142973,4.479177592,4.3381383,4.082352605,4.374741883,3.755559344,6.101135347,5.886590861,4.234463694,5.491278208,4.756792197,4.726136944,5.193298698
 ranitidine,3.054279902,4.024261606,3.273976296,4.491172525,4.152327067,3.645088454,3.602300348,5.302232415,3.054673744,3.436041007,4.655289792,4.006720014,4.10839637,4.142669422,3.685238395,4.215223889,3.563256879,3.200957338,3.44732839,3.93464603,5.507559331,3.59758285,3.979216796,4.52795506,3.533723003,3.610759141,3.960371961,3.666588023,3.923698385,3.648462432,3.62256508,2.910662681,3.285769463,3.573643605,3.790810423,3.416068164,3.770884984,3.544176088,3.450889581,4.13019206,3.205004112,4.280157144,4.351956674,3.424382469,4.817000003,3.498948671,4.326355877,4.761654501,3.888843114,3.543343633,4.076612895,4.144470719,2.829625386,3.188363326,3.202030916,4.134673985,4.360734472,5.379162503,4.283473835,3.977479965,3.475920723,3.288019552,3.506631633,3.932641297,3.523120443,3.488049372,3.944869538,4.258313206,3.887565228,4.594670124,3.876569272,4.183387458,3.746368614,3.508158035,3.871524168,3.419909494,3.617347675,3.372752966,3.177817786,4.067396736,3.709187861,2.968058276,3.407185332,4.416450036,3.291380213,4.39597946,3.796142047,4.051759507,3.653540817,3.338014014,3.281333103,3.617865016,3.389012392,5.073892001,4.643128103,3.288114449,4.702453066,3.933357886,3.706497257,4.560572104
 rifampicin,3.695108109,4.462343286,4.286861126,4.99208672,4.941185552,4.12172005,4.94146456,6.33531165,3.859924638,4.518214926,5.584666064,4.936232392,5.01260851,5.55207853,4.493503439,4.559989479,4.882561191,3.836045602,4.161765599,4.807882408,6.340867297,4.836335819,4.602795661,5.511961879,4.35931544,4.373358941,4.801128048,4.248578452,4.901438901,4.551605169,4.647362068,3.649174024,4.110058397,4.372418529,4.976612307,4.533610687,4.576610789,4.499050949,4.477880159,5.730251838,3.89835341,5.221795801,5.554199108,4.403947611,5.999458,4.676632729,5.453730595,5.621364261,4.69093866,4.108300375,4.812516699,4.580595768,3.779772821,3.975081237,4.267116597,5.350421894,5.453343743,6.303434254,4.599980949,4.556772674,4.513906123,3.959057629,4.609772958,4.961764652,4.456786886,4.455865661,4.7946509,4.039285113,4.639245739,6.206547432,5.404344127,4.771011802,4.449144723,4.17084925,4.727364719,4.261933741,4.74223825,4.237307257,3.625327255,4.964705834,4.943913751,3.701946752,4.670740096,5.20519544,4.34378218,5.811059627,4.53113113,5.107825551,4.405169598,4.337300683,4.370698572,5.710058897,4.034021197,5.924261114,5.746056565,4.154856098,6.253846792,4.915538403,4.381147022,4.685620282
