Drugs,Cbln2,Cyp1a1,Muc2,Ankrd34a,Asb14,Ly6al,LOC102548022,Btbd2,Pax9,Mybl2,Tcp11,Palmd,Sez6l2,C1qtnf4,Cbfa2t3,Aldh1a2,LOC102549724 /// LOC102549828,LOC102552294,Wisp2,Magi1,Tubb4a,Katnbl1,RGD1308775,Mypop,Fam163b,Myoz1,Ctrl,Zfp385c,S100a3,Drp2,Tbcd,Fgf14,Defb1,Tmem107,Tacr1,Lyzl6,Drd2,Nup37,LOC102546927,Col5a3,Kprp,LOC102556906,Plxna3,LOC102549880,Rasgrf1,Fscn3,Retnla,Cpne7,Senp8,Fjx1,Igfl3,Bspry,Tmem182,Lix1,Camkv,Cckbr,Tmem151a,Akr1b7,Lhfpl2,Ap3b2,Kcnc3,Znrf2,LOC687508,Zfp592,Fbrs,Rimbp2,Ndrg4,Asah2,Slc24a4,Fa2h,Kcnj3,Paqr4,LOC102551963,Egflam,Lce3d,Trpm8,Fignl1,Slc34a1,Apc2,LOC102553932,Opcml,Olr1500,Purb,Srp54a,Col20a1,Glis1,Noxred1,Apaf1,Col15a1 /// LOC100909752,Amph /// LOC100909679 /// LOC100910792,LOC102557140,Nkx2-5,LOC100909684,Rpl3,Hap1,Hspa9,Pak3,RGD1311517,Msx1,Fam83h
ciporfloxacin,7.93616049,7.502002442,7.709177194,8.493088464,8.409913429,7.884151783,8.033708447,9.969308807,7.071917282,7.582059546,8.90521847,8.159456567,8.118708834,8.03714337,7.795912789,8.15964237,7.666303756,6.863839221,6.942189239,7.828209602,9.477388397,7.448568828,7.868741007,8.692670563,7.273357132,7.637693462,7.419792846,7.411349175,7.922126756,7.76492171,7.620397231,6.45486976,6.988203655,7.459090028,7.545405324,7.376172571,7.363152748,7.262671696,7.561850807,7.510753811,7.036633653,8.07447804,8.539155346,7.479635087,8.320785656,7.356353109,8.1831579,8.854660949,7.848705527,6.985900671,7.774205935,7.656018352,6.505274657,6.886834335,7.268497349,8.194771792,8.23050093,8.609900109,7.677364505,7.821080062,7.301609018,7.046636034,7.248856334,7.352160259,7.086225325,7.16417307,7.663816781,7.689336737,7.621437237,8.10385775,7.947575447,7.968791086,7.37220453,7.170196231,7.74593456,6.858153875,7.144941485,7.377428187,6.753594344,7.293440926,7.466085019,6.580000421,7.087512263,8.229627378,6.849654326,8.448629736,7.56662849,7.661767021,7.447837683,6.61627325,7.152204603,7.233745491,6.453379137,8.537133903,8.324229335,7.09172959,8.49678482,7.717339384,7.195900166,7.870155123
clofibrate,3.535945051,4.534757982,4.191537393,4.731433749,4.662970794,4.151766255,4.361651037,6.249852107,3.654605569,3.915078118,4.869903474,4.432511418,4.703760427,4.746640666,4.240330731,4.287551007,4.495282054,3.799970958,3.862693601,4.657948456,6.224186181,4.231021456,4.388508958,5.08849957,3.98417909,4.185863364,4.474852332,4.084701442,4.536071532,4.272739407,4.056016443,3.428251442,3.79517017,4.093014073,4.276484629,4.263366961,4.524527268,3.962866604,4.109927657,4.820573532,3.824523233,4.789061487,4.99442469,4.224937632,5.14933167,4.127500083,5.185152513,5.389155464,4.577883518,4.077917981,4.525762082,4.410746145,3.415693468,3.715641741,3.924991053,4.829747818,4.957445595,5.667403706,4.263038879,4.591090199,4.00492745,4.051910837,4.325419711,4.582989349,3.762523363,4.17273713,4.546107345,4.448830247,4.523944115,5.518492614,4.890516071,4.772542476,4.390047596,4.014696044,4.573900715,4.117699053,4.392456126,4.212343713,3.728475794,4.468945208,4.292494273,3.511246882,4.363938236,5.663675428,4.242912725,5.208537984,4.341910315,4.445262089,4.163663618,3.767366481,3.988400522,4.383631389,3.898308221,6.549282615,5.375971352,3.932867747,5.462741205,4.547694837,4.373159937,4.837873347
clomipramine,3.107222362,4.086145463,3.742228337,4.726304343,4.447616623,4.017518325,4.035205208,5.763752435,3.404017555,3.744145433,4.924424576,4.097245184,4.651383379,4.399088681,3.841495683,4.47938478,4.3240731,3.457733041,3.604014555,4.390540142,5.959488363,3.694717856,4.398303683,4.970684384,3.901449218,3.902244063,3.927071113,3.944800572,4.232662994,4.255500317,3.838786645,3.250824255,3.604320838,3.934908623,4.129699319,3.779760281,3.88991393,3.747103392,4.023258864,4.309192811,3.668068416,4.496999795,4.588030804,4.130569294,5.191656772,3.887144496,4.862609339,5.478719771,4.361656745,3.809774566,4.187921293,4.190653543,3.177445413,3.4659596,3.853116375,4.707989129,4.733708174,6.229635486,4.261966964,4.668295152,4.052967277,3.371940125,3.863535966,4.3418718,3.61905327,3.514016569,4.289228334,4.181287428,4.305243833,5.246645626,4.651901378,4.312762364,4.213589278,3.662832235,4.239139461,3.796938485,4.00039991,3.723784311,3.50801964,4.218356407,4.375590794,3.464415118,3.961079851,4.968372084,3.488338831,4.785904458,4.141672439,4.490471829,4.300887479,3.48858815,3.830593765,4.067556481,3.619532854,5.151126794,5.38899283,3.830045226,5.263804815,4.357172006,4.112504732,4.464445079
colchicine,3.114311475,3.787574663,3.553968588,4.051147679,4.211592881,3.815183656,3.683183127,5.237428362,3.200098677,3.544644491,4.382446296,3.594240204,4.106485096,4.196539963,3.795730712,4.332405833,3.829725692,3.234462688,3.282324738,3.764683268,5.237766746,3.384170073,4.137572459,4.694411797,3.569344868,3.495663622,3.707571568,3.714563904,4.033540857,4.039422152,3.547150375,2.964162945,3.767311392,3.752507286,3.610587027,3.570637555,3.713820452,3.475191034,3.649601743,3.904333572,3.185326137,4.079565314,4.638511381,3.547405513,4.283874624,3.585491901,4.529458523,4.961879995,4.072803303,3.473084373,3.761919343,4.077906571,3.09811225,3.127847986,3.352702798,4.295948616,4.640654346,5.345459908,3.95886136,3.840887516,3.528561716,3.333300319,3.475300051,4.335846655,3.671862022,3.541683355,3.929657189,3.753264196,4.219259445,4.802444381,4.307249092,4.40084302,3.842150334,3.354176819,4.139889718,3.504046796,3.86887364,3.472630371,3.169515377,3.944045002,3.900585942,3.04137828,3.349362671,4.600170803,3.401304629,4.887404557,3.74233197,4.203910355,3.751426759,3.332595748,3.440532779,3.845894086,3.38226356,5.402318736,5.005529848,3.729599909,4.581816498,3.927430953,3.620801653,5.071906555
coumarin,3.856971343,5.091522776,4.282950123,5.624794984,5.120137594,4.45243512,4.80747368,6.290768399,3.630392036,4.122587519,5.494162455,4.626519302,4.970342391,5.632264454,4.248894787,5.005454191,4.634433584,3.723442147,3.976539741,4.863629281,6.683518233,4.500819672,4.832428252,5.887577884,4.311772642,4.513282801,4.916965231,4.34781582,4.913983166,4.765146547,4.7149463,3.533929888,3.970134197,4.42762878,4.623080297,4.565830043,4.414052493,4.479299249,4.487830452,4.858215261,4.044958163,5.312748747,5.164698144,4.566829135,5.637566119,4.534177089,5.603138265,5.739646635,5.247409107,4.182521107,4.86059244,4.538738795,3.472650278,3.957781844,4.106392742,5.084412914,5.366580267,7.244492113,4.395784126,4.796349749,4.471844136,4.258580527,4.257944406,4.710527174,4.104583913,4.641145663,5.094057832,4.615409156,4.360121518,5.787401665,5.309482868,4.744701151,4.961145654,4.502656771,4.864945951,4.193373642,4.659075454,4.054699309,3.730916598,5.249926896,4.538485681,3.658000844,4.368323546,5.862995091,3.856713658,5.510672349,4.954438198,4.633252246,4.423199121,3.890995304,4.220386053,4.828651827,4.002918546,5.341197968,5.973483705,4.385233235,5.838400706,4.843316219,4.672486989,5.064070861
cycloheximide,4.112281722,4.764771786,4.235787479,5.106962426,5.357416345,4.279426496,4.389259272,6.632279279,4.643537019,4.324500229,5.424448983,4.37469397,5.131718327,5.13884609,4.243507984,5.69095025,4.522713921,4.52754929,4.151655631,5.210040934,6.276634297,4.384534721,4.900952248,5.631622692,4.113559076,4.359584928,5.45394652,4.509634125,4.63647376,4.701858872,4.236547927,3.523167259,4.537154279,4.309384209,4.450331524,4.950943249,4.820339886,4.122411212,4.155362417,5.224424177,3.867165936,5.525522436,5.508826,4.817694872,5.451630875,4.315959913,5.445018164,5.773296763,4.840306708,5.043902157,4.929245004,6.189989,3.623117929,3.975686505,3.973357662,5.162045863,5.472472058,6.789505187,5.446485029,4.671818469,4.527551161,4.152053158,4.858337893,5.212170686,4.320198006,4.414112286,4.888083153,4.782799318,5.649790372,5.864355175,5.304168507,4.736510081,4.578677384,4.231538612,5.153486372,4.358433464,4.39660137,5.513602241,4.229585207,4.885286893,4.774582817,3.6009038,4.236256948,5.627742064,5.407873683,5.856403587,4.716227103,5.463012515,5.355533612,4.231433291,4.221047241,4.877932287,3.914076824,7.325437839,5.897184226,5.076790279,5.663647136,4.936294263,5.379681384,5.780367559
 cyclophosphamide,3.475152336,4.307638612,4.107102168,5.187724785,4.535196268,4.440715756,4.7544762,6.488718368,3.639187596,4.2548106,5.205562649,4.510109889,5.149594589,5.278002263,4.426859144,4.589969478,4.613465062,3.987589274,4.076233409,5.172730697,6.418411171,4.400155617,4.479758768,5.380445682,4.075037633,4.626641561,4.700287709,4.178298102,4.670551725,4.511178676,4.241122369,3.434532375,3.792511401,4.398998212,4.548408712,4.511470147,4.275649331,4.342226978,4.785485419,5.219174281,3.88995324,4.848412386,5.312464914,4.531418826,6.02098484,4.213581694,5.304214809,5.507890946,4.636299247,4.025030901,4.445147821,4.491547645,3.521092406,4.072985856,4.048900941,5.335289267,5.057522692,6.75655719,4.46258248,4.735972998,4.293564764,4.08064497,4.118629723,4.847136027,4.032996081,4.27348077,4.826996044,4.313636877,4.485887427,6.023053023,5.51757277,4.723107402,4.611325234,4.285659473,4.786688082,4.25703207,4.704596158,3.906173866,3.682474722,4.894329159,4.533412059,3.477080837,4.857942871,5.655475292,3.787328424,5.448967666,4.455260466,4.455895487,4.173511755,3.811493815,3.99195709,5.094663006,4.141355714,5.51134166,5.546088552,4.035804134,5.899605958,5.055353236,4.369445358,4.92381789
 cyclosporine,3.609750007,4.773450773,4.08655084,4.853405493,4.741522592,4.564230799,3.945598431,6.292641839,3.72452092,3.669882881,5.139815671,4.14597649,5.08117602,4.623439964,4.69572949,5.254801775,4.207170465,4.412934278,3.779552573,4.408372623,6.194734526,4.15960469,4.093933596,5.175786573,4.132951699,3.861617743,5.352184636,4.155483302,4.310861045,4.412252319,4.056064642,3.416787926,4.547168528,4.361247276,4.062208651,4.191402965,4.293036474,3.846586542,4.814983934,4.662010301,4.012292804,4.573056194,4.897837973,4.521136223,5.250730782,3.988454076,4.597998821,5.672397141,4.559347543,3.914782254,4.851296458,4.484884761,3.490362841,4.015729702,4.4237595,4.754734333,5.382413249,5.48952845,4.390974992,4.962937347,4.061884121,4.220507494,4.6976963,4.352041523,4.00874036,4.246224497,4.478687407,4.716644953,4.351103839,4.835730337,4.836498598,5.03265102,4.177115999,4.371267266,4.565113224,4.107797329,4.399750904,4.414763033,3.94237473,4.115426968,4.28917575,3.341393801,4.520044013,5.339871815,4.735706813,5.283315945,4.353783283,4.423209936,4.860231619,3.804291654,4.284339276,4.085600258,3.908723749,7.060289965,4.885620191,4.486024958,5.107312511,4.453538049,4.075790699,5.206290577
 danazol,3.486576764,4.304817511,3.860744221,4.889010979,4.816907563,4.22260352,3.918408576,5.936137793,3.488461349,3.702936703,5.231248496,4.488084139,4.618347634,4.606407369,4.480639035,4.780224766,4.382437118,3.482039789,3.666798912,4.441945464,6.194257477,4.215156549,4.724898014,5.204594926,4.002843303,4.077623543,4.016825125,4.143886109,4.900176045,4.556915635,4.175043391,3.275003923,3.658151396,4.136627455,4.158126352,3.779040516,4.166898981,3.770581126,4.229657039,4.064862212,4.058752269,5.051110514,5.204165652,4.075454687,5.29512543,3.981813158,4.953537974,5.630945803,4.870818623,3.75237061,4.407184648,4.213852223,3.365507407,3.584426422,3.853388207,4.957350313,4.916799618,4.450459457,4.767143348,4.563624839,4.060779155,3.518484686,4.357703514,4.450256883,4.219240153,3.73293149,4.440739153,4.601660232,4.616814037,5.157087104,4.532648922,4.861981286,4.410093942,4.112406805,4.634846496,3.707284271,4.001837221,3.854575801,3.845110636,4.356010451,4.049789344,3.451100124,4.108562947,5.476123779,3.498435033,5.335000554,4.200278396,4.680755192,4.27258868,3.822983002,3.777893234,4.0245846,3.600028497,5.614265132,5.640728362,3.982221726,5.122789975,4.542038993,4.391652982,5.003383932
 dantrolene,3.276017887,5.236728544,3.569922976,4.465129948,4.416993767,3.878230172,3.581251328,5.375110598,3.226879749,3.287240132,4.613498983,4.02149313,4.520970886,4.430118816,3.876148771,4.453821464,3.680056042,3.276552543,3.366208132,3.885586893,5.867269872,3.754123653,4.022957232,4.88281195,3.885392273,3.573831607,3.940597105,3.621124083,4.062380666,3.881406742,3.700676644,3.109598961,3.419867991,3.536949187,3.789400465,3.760211633,3.641192141,3.504343934,3.663519713,4.015009823,3.632401713,4.463504345,4.590999073,3.557941595,4.4239325,3.667058411,4.588216551,5.041395554,4.132307221,3.418478501,4.243613384,3.881084556,2.963040398,3.320945912,3.52958529,4.624699115,4.326376351,6.100622536,4.152683209,4.256002819,3.841784818,3.119309923,3.824615674,3.920315454,3.749127604,3.552819944,3.862832702,4.120301998,3.993466567,4.426915799,4.044681935,4.447831727,3.910065115,3.510532938,3.987295143,3.323590789,3.76628917,3.470161975,3.391286946,3.927110365,3.846608984,3.083798327,3.589231018,4.823318106,3.359690698,4.768771191,4.16050325,4.216296156,3.835817517,3.297936127,3.568528899,3.704936936,3.275223585,5.050079237,4.954976807,3.565724537,4.690521941,4.090533223,3.785466787,4.713005217
 dexamethanose,3.860235255,5.611869031,4.60886662,5.613790784,5.440570617,4.49042244,4.393417313,6.490015932,3.845451586,4.055555409,5.486262814,5.164979848,5.141475571,5.119275102,4.635504227,6.001424111,4.505997552,4.704485792,4.108722867,4.555407998,6.755607008,5.184700599,5.453087708,5.678133687,5.047622889,4.29129703,5.343281834,4.852445892,5.016367932,5.056049477,4.761984016,3.817172203,4.356202691,4.392556807,4.412746067,4.148482267,4.552197863,4.12924357,4.385572224,5.238514287,4.686315645,5.818580828,5.45159907,4.968530274,5.041505831,3.778204053,5.256715968,6.402119356,5.778231587,4.354206415,5.023751185,5.436182149,3.915549045,4.051331595,5.018369165,5.86678221,5.623807274,5.820268564,5.23227107,5.668867802,5.093119581,4.07033401,4.677231685,4.978523775,6.186434146,4.690039301,4.934293205,5.690531019,5.363822946,5.459921394,4.655117669,5.780805866,4.625710959,4.48414735,5.037612733,3.983051299,4.037204426,5.620364842,4.305909478,4.722297448,4.519911208,3.677616888,4.210559666,6.291651888,4.245886471,5.226551127,4.79067306,5.299753836,5.269608618,4.339994401,4.409876698,4.419004708,3.579492652,7.944620687,6.130050288,4.393394034,5.653368926,5.076220121,4.824158942,5.937563445
 diazepam,3.144586469,3.952417594,3.831945074,4.697158477,4.037254785,3.688638745,3.996795124,5.528902082,3.305250361,3.750536934,4.419772206,4.130366825,4.457125824,4.43966423,3.61334363,4.081352852,3.861094574,3.217039365,3.416099216,4.153487028,5.849627998,3.730810819,3.992158621,4.502052652,3.556023838,3.819376353,3.800487264,3.730583162,4.104106597,4.124435951,3.572370337,2.929111862,3.331219481,3.674182279,3.778916761,3.769007182,3.94240478,3.572191135,3.702824301,4.050213629,3.349641378,4.29735032,4.555136039,3.903140186,4.767245325,3.716789238,4.394831671,5.012072605,3.929817758,3.378720148,4.154256603,4.094618509,2.983914491,3.482106056,3.405240269,4.536085704,4.367415073,7.134033283,3.995494791,4.424437678,3.542262095,3.916639383,3.737887336,4.033541073,3.42223555,3.426833329,4.233528681,4.396620162,4.078946783,4.956794955,4.284787385,4.421638022,3.892398632,3.635643382,4.114429339,3.588322444,4.015814563,3.509442147,3.398446466,4.157032944,3.790621367,3.198492315,3.955354285,5.504169093,3.444251647,4.757785721,4.021907621,4.273917643,4.0187022,3.309268243,3.427721389,4.053898987,3.681152731,4.878354258,5.22254376,3.881060016,5.186348852,4.1068936,3.983964468,4.672965612
 diclofenac,3.154206311,4.227287985,3.75812098,4.543796501,4.414561118,4.03948434,3.960451533,5.883166541,3.353890181,3.662238402,4.769427618,3.776899564,4.457727156,4.477274474,3.97127932,4.015838438,4.27516011,3.674861379,3.650720342,4.187232314,5.855862518,3.705341073,4.177706626,4.939561618,3.792273243,3.859590248,4.040549959,3.884086635,4.353306187,4.146412434,3.85552246,3.154904655,3.770002929,3.856521873,3.910627274,3.940894668,4.002675133,3.654323517,4.105983914,4.400013643,3.484693987,4.541171313,4.977867812,4.00915873,5.137365319,3.889240263,4.979206028,5.171084601,4.231145301,3.689989453,4.125767809,4.108092593,3.188899034,3.676838734,3.778345756,4.565966629,4.568709824,5.405635096,4.292842062,4.553005042,3.895649606,3.639223822,4.070669317,4.169409869,3.70859159,3.744040919,4.466406677,4.45225304,4.408477098,5.114764771,4.602018713,4.579867198,4.162576797,3.956982658,4.386719935,3.839024892,4.114501498,3.762345383,3.441079369,4.206497932,3.890468371,3.19330104,3.98341805,5.255980394,3.532767729,5.107560099,4.134015466,4.31710791,3.919067532,3.515966081,3.830825956,4.186342873,3.601174992,4.996404515,5.291483165,3.979691172,5.305064137,4.323154292,4.013424699,4.460153444
 diethyl_maleate,3.536475892,4.400736733,4.034064093,4.526787042,4.656844863,4.467298516,4.121936801,5.810198723,3.618804234,3.856736562,5.037729675,3.879966236,4.539633508,4.620941781,4.29414037,4.796956138,4.284216278,4.03056299,3.824151333,4.291764725,5.76253671,4.238334206,4.034113301,4.923988753,3.863507753,3.902219522,4.489058774,4.097304566,4.098932569,4.280896901,3.9459616,3.353039012,4.51339705,4.213959993,3.898597892,4.0568954,4.115524243,3.852457163,5.150569046,4.568288708,3.830973981,4.483047764,4.962915114,3.982435103,4.923973326,3.862927423,4.648697909,5.434836058,4.167506809,3.892294297,4.514728547,4.565973516,3.379012725,3.793576686,3.958848479,4.669150697,4.884485122,6.971939442,4.333768731,4.166925192,3.98596987,3.657118584,4.190871149,4.494544074,4.066110061,3.911209703,4.259908655,4.835817035,4.534700576,5.054174722,4.821159944,4.743872257,4.417676505,3.916309192,4.557103483,3.888871535,4.074951099,4.146764316,3.815832617,4.264828686,4.218412679,3.354475571,4.105587359,5.033744237,3.619217249,5.02519437,4.325728334,4.443514944,4.731614561,3.568033843,3.94221062,4.259999077,3.850797342,5.938832611,5.046389916,3.9240144,5.454908913,4.49203062,4.407632544,5.276621035
 diltiazem,3.72067341,4.800664746,3.853256534,5.0948025,5.128891322,4.547835952,4.125099625,6.529325389,3.602370119,3.884156713,5.293400916,4.428471615,4.770070456,4.926615974,4.451086872,5.072012591,4.355252531,3.846605848,3.799460492,4.393113965,6.193126477,4.717924312,4.931467671,5.478716727,4.299889657,4.02480395,4.676040856,4.108785097,4.453250462,4.422965442,4.311472086,3.358445468,3.875652059,4.176694096,4.271087844,3.902809588,4.219369625,3.864558964,4.236960067,4.257833044,3.930215512,4.999169729,5.593527509,4.129544955,4.760461292,4.134109066,5.055355148,5.986257891,4.869548879,4.001238719,4.667606691,4.388877438,3.325343194,3.894793485,4.306423224,5.008780916,5.118464241,8.636312884,5.045409381,4.727979479,4.153583019,3.616371197,4.1489438,4.626780188,4.795587359,3.960460325,4.557602116,5.106016806,4.747750905,5.049826958,4.55225367,5.350161106,4.353101504,4.291410011,4.974190585,3.649830073,4.24416533,4.643989033,3.949522434,4.400977238,4.431200656,3.493593251,3.889814398,5.617062698,3.734876536,5.385884517,4.426896146,5.027641836,4.866596256,4.151299119,4.069652145,4.292897281,3.516757949,6.732424282,5.625933879,4.03834085,5.475342247,4.933101732,4.316283218,5.153272593
 disopyramide,3.883420692,4.902164251,4.053107062,5.084696281,4.836689273,4.258607381,4.361622863,6.524045724,3.742578234,3.928116184,5.5317652,5.033663618,4.890163501,4.907208588,4.244168974,5.192294106,4.349256499,4.058628085,3.87873288,4.568844845,6.30112732,4.851140953,4.751931716,5.256515577,4.061367233,4.114351385,5.072163312,4.280157191,4.702586327,4.365925015,4.345290418,3.381803621,3.806087692,4.131962825,4.223646219,4.179423506,4.609861049,4.069805409,4.229608097,4.964918248,4.055847137,5.073778766,5.448168413,4.142707973,5.263271118,4.070919514,5.084512752,5.898412143,4.499372922,4.158915869,4.827738791,4.809527389,3.439762089,3.807187526,3.836578077,5.080126711,5.163443328,4.299426934,5.233265943,4.865669693,4.655691193,3.889750694,4.31824881,4.883662698,4.342838502,4.268392879,4.68811929,5.072694538,4.990999976,5.389592896,4.91304252,4.78135709,4.411557507,4.149975058,4.989564861,4.089346986,4.154747797,5.303476762,4.177361265,4.767473091,4.424065926,3.415334002,3.82018017,5.63694384,4.265589288,5.45519278,4.799260097,5.110966528,5.032631273,4.007012694,3.988447027,4.543148736,3.63496938,6.504811492,5.505602688,4.748406815,5.657557042,4.822072118,4.611499552,5.153528551
 disulfiram,3.75672202,5.325117366,4.142489299,5.030652246,5.213311705,4.558031516,4.300006303,6.299863267,3.907061153,4.066308899,5.519248903,4.65214726,4.778582995,4.809829641,4.560680771,4.879418919,4.540988156,4.082485797,3.902737252,4.483021321,6.454810471,4.574350452,4.727692208,5.554511238,4.244352057,4.309259909,4.598978777,4.346714777,4.819940947,4.581025628,4.238553842,3.458538092,4.272723597,4.358777173,4.373629679,4.148813511,4.378954709,4.0137614,4.580590124,4.440586087,4.25597977,5.191984547,5.560905306,4.504825393,5.131951273,4.291377023,5.078364331,5.884417932,4.816088845,4.192453368,4.937996438,4.496931939,3.435411891,3.971743146,4.193231589,5.049279419,5.423504961,4.943548354,4.847391945,4.970823824,4.287679415,3.608074299,4.331901785,4.694938689,4.143018129,4.011392833,4.503095271,5.128758316,5.016834028,5.318181731,5.325257241,5.150301278,4.588283997,4.039961132,4.841325587,3.910031163,4.450228381,3.961880231,4.040388741,4.578048467,4.510204261,3.464536431,3.87223387,5.815989204,4.009863867,5.766832245,4.615191654,4.613927526,4.597981869,3.875256481,4.049834605,4.388884622,3.983909138,6.088007922,6.030892498,4.073825596,5.494280726,5.116807891,4.520621627,5.442752114
 doxorubicin,3.463999728,4.282560447,3.946189934,4.76123693,4.663472565,4.24698742,4.192688035,5.991062776,3.598388086,4.026005742,5.06543748,4.018129199,4.813395419,4.727195672,4.224723869,4.619208658,4.445407084,3.617791464,3.75739061,4.427141269,6.069073802,4.025783872,4.342675791,5.208096213,3.893587666,4.181423801,4.311115755,4.343670803,4.508842465,4.466060062,4.206523684,3.46437903,3.815820934,4.235320303,4.408094194,4.070198014,4.26136256,3.920375874,4.008701821,4.624692142,3.974417574,4.561746143,5.240460395,4.347365354,5.592790337,4.186782213,4.941011113,5.633556173,4.513461418,3.90767035,4.586845481,4.379506101,3.351286774,3.813908776,3.751926523,4.798522006,4.81019917,4.239670936,4.559682186,4.853890343,4.211387717,3.814635789,4.204832832,4.518952439,4.030668915,4.030589859,4.594198314,4.415834984,4.78440884,5.45350542,5.1802959,4.627284951,4.310253683,3.810025482,4.502496643,3.96875502,4.471005803,4.017458892,3.585935869,4.615254483,4.400202091,3.453250789,4.420577351,5.395357766,3.704299161,5.236045673,4.460318016,4.604103875,4.06724459,3.684652304,3.823758591,4.29680013,4.099996408,5.491189904,5.551612534,3.841938435,5.478322582,4.562270953,4.275283723,5.006986178
 enalapril,3.828233806,4.545605713,4.056460298,5.190667838,5.148267186,4.991010718,4.503212377,6.30804261,3.753590433,4.110853527,5.404038859,4.520696525,4.864848505,4.911244545,4.776023629,5.308717855,4.480682344,3.969603795,3.817513067,4.584150704,6.354004455,4.566825173,5.0061421,5.462060369,4.441804554,4.375340587,4.95807341,4.44867192,4.829903062,4.913517337,4.26454572,3.600385165,4.279253148,4.498590625,4.396727149,4.005438816,4.143976418,4.324163245,4.832014318,4.493694096,4.041207301,5.17997106,5.518241506,4.25748194,5.540729173,4.221739531,5.040330941,5.982683042,4.838389817,4.080006419,4.930687289,4.489795718,3.589197557,3.938141078,3.901762269,5.022181632,5.112948155,6.996986716,5.163596834,4.926883667,4.178819394,3.969069246,4.446221661,4.720133023,4.684520544,4.163751525,4.917155961,5.327616988,5.179814349,5.174422062,4.695429393,5.198658451,4.600474433,4.384681842,5.114497869,4.013086676,4.617192154,4.013998252,4.266537324,4.660107551,4.54880337,3.691364678,3.924843442,5.726371807,3.845906268,5.540084806,4.689527016,4.798002643,4.7719931,4.331837987,4.043437318,4.217985756,4.049819851,6.227514459,5.745657039,4.122310293,5.301429297,5.135847181,4.705172624,5.377515187
 erythromycin,3.532744871,4.185124569,3.536875417,4.575157027,4.310603637,3.787770757,3.846811444,5.88348305,3.372602236,3.614983766,4.88124294,4.858376568,4.417772029,4.624805928,3.882902349,4.274617954,3.842766996,3.578040433,3.557767692,4.239776608,5.865010123,4.298090972,4.212085882,4.82874679,3.931463239,3.816148791,4.882999609,3.784200703,4.13869272,3.819717735,3.777241733,3.126428864,3.457920443,3.694574622,3.939452493,3.810550765,4.275145636,3.725779832,3.844913074,4.380507449,3.547180279,4.550390362,5.040645442,3.820935212,4.890687759,3.933989193,4.616770851,5.336290603,4.297416322,3.93847281,4.43545028,4.181594199,3.041857759,3.350855065,3.53143855,4.588358011,4.935156509,4.780261422,4.77627368,4.334329318,3.91243979,3.436378275,3.936982939,4.245401955,3.923981982,3.889124379,3.941619228,4.643456919,4.239456704,5.00600676,4.481916577,4.639127197,3.932190038,3.868407177,4.38997707,3.496520955,4.014854239,4.006460524,3.753246119,4.22918179,4.061988998,3.136212522,3.50688161,4.818557676,3.787773519,4.821296841,4.290198674,4.64455625,4.251208947,3.509059704,3.520598783,4.238176878,3.34637947,6.118973001,4.915847295,4.245120006,5.037514715,4.323397391,3.964138579,4.903594951
 ethambutol,3.620942691,4.600394077,3.946879811,5.119508894,5.095437579,4.248332529,4.369057674,6.468243102,3.517459648,4.079156945,5.501888763,5.078099438,4.801160695,4.88708386,4.253500412,4.83696339,4.608453729,3.68181692,3.964203495,4.716494479,6.391987629,4.515822979,4.8309518,5.453104517,4.365156697,4.322000076,4.694539747,4.422617118,4.802977571,4.412140097,4.227190198,3.349273481,3.818721294,4.234216748,4.443333089,4.011756736,4.368883671,3.985126928,4.176266337,4.538764259,4.11687776,5.15729001,5.772889988,4.189944448,5.044122508,4.226495447,5.230446352,5.730390755,4.832126119,4.450305694,4.709371751,4.555693022,3.288873047,3.583522847,4.086614806,5.027626163,5.36639493,4.922161218,5.124907045,4.888228196,4.041027224,3.643065767,4.232225248,4.623654429,4.341485123,3.967414707,4.560745653,5.045640617,4.651608132,5.417804184,5.235582713,5.003796566,4.537544391,4.20794414,4.852792862,4.111940864,4.256948343,4.125033477,3.808208221,4.572282827,4.445201268,3.383972597,3.904414021,5.554684812,3.877531528,5.495088949,4.90545368,4.975181316,4.63027964,4.009936004,4.027397758,4.581109549,3.67297734,6.179678902,5.722014938,4.099517408,5.535011921,4.785295554,4.514319894,5.267074541
