Drugs,RPS4Y1,DDX3Y,EIF1AY,XIST,XIST,XIST,CYP2C8,FAM76B,DDX3Y,XIST,KDM5D,XIST,ANKRD1,EIF1AY,PMAIP1,ERAP2,TXLNGY,ZFY,EDNRB,CYP3A4,COL1A1,LOC101928820,XIST,MMP1,IGFBP7,SULT1C2,PMAIP1,TNC,C5orf27,SULT1C2,HSP90B1,TXLNGY,ROBO1,SPG20,HTATSF1P2,CCL2,PLA2G2A,LMCD1,CYP2A6,TAGLN,ERAP2,CHI3L1,CYP2A6,GSTT1,CXCL5,TM9SF3,PANK2,IL20RB,CYP2B6,NCKAP1,UTP18,MGAM,RHEB,ALG5,CHI3L1,ERAP2,C6orf141,DAAM1,SLCO1B3,ALB,ZNF880,TXN,ANXA1,DDX3Y,PNN,MREG,CALCA,CYP3A4,ERAP2,PTX3,ENPP2,AKR1D1,GSTM3,IFI16,EMC7,AKR1B10,SEMA3C,HSPA6,LOC220729 /// SDHA /// SDHAP1 /// SDHAP2,DCN,TWF1,CXCL6,SLC51A,SLC7A11,TTTY15,CYP2A6,MMP10,RPAIN,ACSL4,MTPN,MMP3,MMP12,LOC338620,HSPA6,MYO1D,RASSF4,ACSM2A,TSPAN8,EME1,LOC100507389
diazepam,5.544722164,3.275980176,3.135173854,9.888129798,10.16983772,8.467998389,8.863748464,4.942295366,4.038622794,8.079960523,4.117184344,7.588299119,5.490739002,3.275283135,3.380137486,8.303675608,3.142745337,2.865413471,3.979857949,6.165105721,6.970185258,4.909712357,7.315247298,5.4787209,4.773012379,8.364511719,4.552925985,4.830196232,4.323009066,8.306765684,6.949703262,3.077547041,7.366956171,8.247895713,4.894091009,5.316358227,12.6876683,6.833878472,7.936871908,5.400023485,8.154066597,11.43521372,7.760123477,8.282792721,4.281808833,5.415969727,3.810414333,7.89011044,7.351396543,5.442617119,4.005351968,4.715550816,4.678606637,4.287349473,11.06842439,7.3117939,4.775802807,8.310238397,4.885640873,8.264536423,3.226919042,7.244866464,7.361308294,4.46502966,5.492152106,9.106176099,8.665390201,7.550802511,7.837586825,3.382733799,7.399079009,4.108345762,6.912355337,5.055301974,4.30563077,11.6681518,3.103059208,7.966065615,4.361740288,5.335400087,5.180473893,4.938180624,9.128667671,5.666002054,3.300678599,7.637150682,5.767711804,4.744553158,7.139981999,4.529679706,6.832514498,4.340645629,6.877416839,7.647256006,7.225231756,7.484430544,8.382651619,7.435445193,7.394228882,7.505856527
diclofenac,4.942858044,2.686437676,2.84432518,9.325124807,9.585780619,8.291885555,8.155566921,3.693797873,3.4173772,7.506820075,3.55475333,6.210280019,4.611268674,2.749010729,2.905791854,7.50811974,2.727364353,2.566436522,3.19932967,5.726164253,6.567360535,3.926076555,6.067969016,4.596693274,3.854051388,7.930901338,4.151409808,4.387780441,3.835150114,8.156031848,5.992226777,2.692707276,6.80682074,7.396746468,3.631069716,5.019017523,12.47452826,6.38015164,7.266157737,4.681919522,7.683079541,10.81494146,7.219618359,8.07232606,3.411178937,3.558304873,3.084735165,7.757827238,7.010618176,4.14956888,3.20446355,4.086355481,4.601648903,3.682749866,10.56329918,6.791838941,3.863501033,7.565930368,4.220352822,7.369423597,2.82422552,6.629643203,7.18979659,3.4957924,4.347055625,8.073071615,8.106040948,6.896880832,6.499446991,2.987313028,6.723764722,3.809245701,6.332555017,4.012226213,3.642905063,11.47417528,2.765692205,7.64242065,4.092237175,4.618222952,3.789557994,4.024616008,8.545860034,5.535834855,2.875065587,7.24221383,4.844514042,4.074149776,4.479894978,4.031537314,6.012712477,3.499927255,4.76646996,7.230279233,6.830452076,6.616866376,8.106615096,7.408615033,6.825643691,7.686406886
diethyl_maleate,11.81413799,10.14975159,9.81341293,4.098594965,3.444473304,3.442238497,10.79250634,6.283587532,8.621080631,3.078873747,8.30495675,2.884343701,8.118219023,7.567683127,4.886829397,3.788615627,7.551392441,7.452429495,4.103301232,8.27124494,3.982281903,9.294818188,2.740970911,7.061144849,5.200627947,5.637458305,6.732004799,6.947150587,8.265291168,6.073183919,5.902535668,6.922844627,3.155990883,9.188739353,7.828733529,5.689741383,11.44709239,9.201719707,9.28484013,7.466769313,4.342817997,9.074465723,9.17894536,4.056034263,4.246945868,5.097579919,3.916889248,7.957468158,8.844022048,5.981603177,3.580379052,3.914661406,5.170380469,4.015430897,8.634062549,3.185413803,6.462518417,8.938571385,8.001413371,8.124685626,6.568760049,7.666841015,8.824754226,6.863245394,5.291001502,5.491833773,4.890989052,8.580319922,3.930059496,3.426281887,3.256352007,7.456841723,8.1524459,4.620222665,3.859812717,12.38986424,6.342683059,10.7200088,4.78646839,5.064321441,5.371163717,6.545855034,6.997010912,9.051978813,6.083405665,8.800596099,7.075241129,4.500064728,7.913521094,4.130659252,10.16917327,6.291358023,8.116972908,9.769461753,6.516771307,7.443483994,5.71403502,7.116617629,7.283968454,5.979558492
diltiazem,4.706248804,3.684279581,3.743566522,10.06421737,9.074219223,8.968468632,10.22785594,9.229677502,3.832248749,8.063330549,4.098366553,7.621147981,10.6539206,3.716578898,8.427305032,4.023511829,3.892243398,3.5004173,8.309955942,10.32840635,8.056928856,6.954386297,6.952381527,9.447447781,8.638220925,4.758479684,9.562790306,9.689407203,8.279957833,5.373229417,9.728302579,3.430730108,7.329709847,4.318410555,3.421314008,10.0413351,8.468531994,10.91604373,10.10579472,9.446935516,4.247713583,7.202145734,9.485131417,8.427935856,7.523781671,8.42254918,6.56074556,4.863561538,8.631242455,8.919616481,7.129409685,8.647969763,8.2242462,7.73065936,7.145479653,3.922300048,6.481038464,5.355053879,4.631192421,11.29865803,5.997106787,10.81323669,10.45192378,3.742256248,8.316726363,6.433516709,5.707735688,10.99493406,4.200338685,7.102197632,3.968712869,6.606149064,5.351908724,8.572941399,7.640969415,13.24984821,5.188879614,11.06874778,6.4151086,8.259679271,7.384982697,7.47069103,5.765049366,9.074001105,3.821481961,9.2572667,8.802761737,7.785610306,7.998605598,7.207685728,9.337579298,7.157187031,6.646121731,10.25715511,5.070784298,4.943214704,5.869269378,4.351008613,10.34749039,6.930943153
disopyramide,4.385627819,3.327276569,3.439093489,10.20013361,8.672250481,8.803994119,4.551039505,9.36094417,3.777582004,7.929131028,3.962542198,7.743797485,10.52426809,3.362155933,4.885990256,6.658044205,3.584934823,3.214162894,3.72434916,5.628366747,3.442412618,9.76005131,6.8954395,9.065766446,3.489287701,3.715859098,6.748877109,5.301908198,7.668252266,3.825151847,10.14530896,3.169055653,4.121499999,9.036338252,4.193606134,6.184732523,13.28511685,7.158638032,4.841060278,5.708128204,6.635729877,7.637367868,4.494525042,8.542788383,3.799328817,8.424552402,7.514795285,5.850330826,4.512086783,8.940942719,6.970943242,5.498340398,8.714874063,7.616675237,7.56787084,5.6624025,4.934618887,8.174214627,5.212042787,11.09777712,4.64810664,10.5518342,6.387167097,3.548984533,8.708710986,7.038948903,4.999171239,7.389459363,6.358498331,3.626458956,4.411124176,5.209650604,9.867790528,6.2497079,7.500003092,9.302066507,3.520424831,11.58417186,9.448278864,4.350293738,8.223191945,6.785043258,5.300001489,7.462334657,3.486677779,4.870104875,8.142581647,7.447661735,7.697139664,7.410022937,8.355255821,4.417086233,4.207170668,10.69862678,4.839701607,5.289306017,6.895343791,5.733692719,10.06998238,5.035188737
disulfiram,4.580264823,3.427208328,3.605437594,10.37767586,9.182444233,9.240711826,4.132084905,10.09889828,4.055864282,8.418500442,4.015367622,8.418488248,9.761842632,3.683498284,5.119897111,6.651990264,3.833992649,3.27414355,3.758080339,5.691254925,3.526632184,9.855271097,7.499580874,9.090628459,3.839645153,3.628813964,7.008074878,5.486151831,7.294385451,3.508126342,10.53773384,3.338507233,4.321074522,9.153647243,5.111757103,7.722385425,13.37202825,7.319602174,5.442014494,5.87245864,7.203794675,7.248047207,4.667857893,8.278505105,4.691598483,8.275564019,7.627193875,5.280111393,5.482731087,8.721324314,6.893306824,5.263047873,8.561146763,7.480891129,7.202563891,6.178533715,5.519022337,8.071719119,5.515522647,11.5343269,4.578355845,10.81100778,6.706079219,3.78909178,8.838378516,6.826480826,4.85980568,6.864249738,6.561050878,3.594406827,4.876960258,4.325493883,9.939648103,5.518258663,7.680469094,10.13654583,3.791402752,11.77573454,9.158842289,4.717636445,8.291948954,7.936167646,5.523469888,7.089317576,3.731025138,4.819608082,8.207373516,7.879926483,8.419521609,7.525414772,8.464210886,4.51671391,4.736157292,10.94192123,4.264530622,5.280847229,6.799065551,6.076250206,10.55116892,4.212509624
doxorubicin,12.13031936,10.13517126,10.26138781,4.52038968,4.304685717,4.245105419,11.58743551,5.59210014,8.643782526,3.251985495,8.311530461,3.060048942,7.279303742,8.224511687,6.354676489,4.504210913,7.439275822,6.646728758,4.010887156,9.136243024,3.708068146,8.533659146,2.706839005,6.815643065,5.952393345,6.144735079,7.393178614,6.879712154,8.175459548,6.335181261,5.937270043,6.940836627,3.402759279,8.942923088,7.907195663,5.575577194,12.02849565,8.639220514,9.852325025,7.606532268,5.385558309,9.850270071,9.681037458,4.7127691,4.748801022,5.689920465,3.593987055,7.941741243,9.73738894,5.885133853,3.969806203,4.625046602,5.338546832,4.277335064,9.4833586,3.59374135,6.934204732,8.714188126,8.173570287,8.067202264,6.832099259,7.566020828,8.177395193,7.259944782,5.501155579,5.670451645,5.891101297,9.504495502,4.135232512,3.59810934,3.456312243,8.047007871,7.979801986,4.103423277,4.369581177,11.82593136,5.862782547,10.92165073,4.616385711,5.915628806,5.725826128,7.156386875,7.642660745,7.966448861,6.61420074,9.4493806,7.352892211,4.436038742,8.275355136,4.659899346,9.719177378,6.533750954,8.371282562,9.993607242,7.354405892,7.743426568,6.50904429,7.589097341,7.168500174,6.173210951
enalapril,4.92084252,3.099680466,3.359948269,9.6963099,8.665652419,8.757526998,10.04860984,9.696168722,3.522280207,7.739360294,3.602103031,7.941094658,10.06937846,3.605443765,8.564396591,3.833887471,3.266818745,2.994849606,8.391703204,9.824460271,8.00397782,7.182546935,7.127822099,9.700127709,9.155534029,4.679352742,9.398234251,9.791701654,8.194580494,5.032684944,9.66904411,2.936274601,7.018986809,4.733778419,2.931512259,10.28752486,8.184126929,10.87102735,9.626840335,8.924549014,4.258565678,6.975301473,8.984590002,7.803877632,8.296253058,8.18751781,7.026294419,5.00939529,8.546574193,8.807720168,7.034820923,8.438992775,7.880626745,7.215184182,7.002598728,3.563690124,8.458000433,4.499925065,5.05858377,11.25127938,6.130820821,10.32803366,10.25501303,3.626160685,8.379189755,6.708267874,5.651119777,10.37764752,3.910368193,7.506648078,3.635952244,6.880668648,5.916436798,8.286455662,7.273702547,13.15283668,5.232875781,10.96249931,6.37834771,8.324604302,7.387743408,7.520778594,5.634472668,8.849247997,3.516117413,8.986550646,9.109041429,7.453304601,8.497487342,7.667903095,10.03883996,7.177741039,7.43886609,10.26481906,4.115852419,4.6530759,6.176737153,4.422602019,10.27961153,5.927896849
erythromycin_ethylsuccinate,4.623670014,3.238793981,3.313509088,10.24235892,8.847308119,8.832108332,10.00885948,8.507148514,3.880570984,8.032711251,3.569678805,7.708597056,10.75816388,3.374705722,8.602170547,3.692227151,3.290487611,3.136417228,8.102304866,9.762851573,7.662736946,6.842781087,6.950878145,9.54379052,8.319250067,4.463254973,9.537256451,9.657336581,8.436513274,4.484571849,9.584949236,3.101896664,6.974909839,3.957341369,3.069416684,10.42771801,8.254967973,11.10617274,9.81728895,9.588111696,4.092952657,7.363350995,9.446686914,8.30411304,7.273178286,8.175710514,6.172042592,5.122280306,8.316869949,8.707896814,7.169152129,8.794955774,7.764176167,7.179437079,7.220484318,3.541222639,6.202867467,4.392826627,4.886580703,10.44175817,5.863835386,10.11746742,10.56386788,3.471460429,8.134519027,6.740562653,6.492640005,10.55071456,3.903822664,7.133987457,3.61529845,6.332628038,5.571527731,8.15097828,7.438632425,13.0009297,5.621769017,11.07336439,6.458511982,8.144093444,6.893236257,7.644060596,4.889837658,8.825980649,3.512226558,8.931068537,9.117147029,7.504548763,7.421029303,7.03345524,9.220299621,7.208832613,5.751165583,10.31019571,5.278133403,4.411025743,6.045645262,4.233454685,9.480179106,6.095442435
ethambutol,4.830511089,3.433887501,3.648246404,9.978532752,8.961004329,8.908133952,10.26467634,9.935279283,4.118014929,8.095402832,4.01789787,8.288240619,10.63942589,3.768953424,8.755816369,4.171471154,3.517807525,3.111572613,8.598965746,10.21687627,8.140383611,7.095758653,7.397866595,9.593512408,9.534054119,5.594733013,9.659496691,10.08317749,8.490487468,6.263373529,9.97349451,3.252781886,7.212365093,5.187649867,3.149215238,10.47100432,8.263966323,10.73800222,10.03869815,9.163470577,4.590362819,7.54356752,9.402947284,8.097654955,8.308342063,8.580510906,7.33118732,5.241446278,8.713244772,9.074959195,7.257480737,8.65849693,8.516732711,7.497729583,7.454048195,3.77147619,8.753029901,5.339032671,5.288718582,11.69265056,6.027690789,10.79819608,10.64996458,3.932632233,8.674196751,6.793576031,6.017086912,10.69640682,4.237049864,7.457822903,3.967891372,7.509920171,5.777829312,8.874640406,7.793688386,13.17471054,5.49573372,10.30151876,6.880877241,8.566966136,7.633053754,7.965029513,5.933985105,8.835404696,3.707952795,9.203854013,9.154350628,8.047324629,8.929819507,7.879184634,9.797321225,7.577292246,7.709213326,9.79845293,4.89427883,5.351415373,6.614708479,4.589217573,10.67994769,6.230889108
ethanol,3.934699087,3.023264351,3.261051822,9.10577529,7.408761258,7.458950283,3.188205833,7.215929605,3.240617355,6.340261217,3.165104156,6.188256804,8.860554511,3.126868153,3.475005455,4.809553613,3.026696521,2.97081861,2.978863506,3.834199579,2.94931419,8.164050729,4.470523708,7.333502299,2.927433511,3.013427564,4.106681009,3.972848091,5.394523977,3.108652293,9.328015328,2.828300978,3.279937132,6.927192266,3.235513554,6.473810238,12.4268928,5.266337423,4.310032812,5.108816118,4.966601046,5.671274094,3.914002729,7.106403741,3.200983879,6.761881717,5.190150958,3.765926509,3.530672111,7.907567342,3.881357888,3.876679398,7.436881087,6.108168758,5.693167037,3.806221287,3.48107013,6.35423374,3.718988011,10.48648755,3.186392663,10.32547344,4.306501636,3.17726971,7.045151048,4.150210441,3.51680422,4.855233803,3.772129409,3.00812147,3.484893403,3.10847385,8.457278776,3.550439869,5.352788898,7.950566877,3.007534323,10.6123608,7.483377455,3.509571966,6.891837519,5.869385967,4.082625623,3.876439147,3.193797883,4.63306959,5.935558956,6.050710942,4.951599041,5.263005872,6.061535974,3.266658753,3.83629539,10.19173885,3.35266952,3.672799235,4.546838472,3.540150133,8.580243124,3.368152333
ethinylestradiol,11.56778076,9.983468784,9.487466515,4.070865621,3.900723958,3.544378843,7.561417975,7.834132609,8.767601937,3.476960498,7.014525051,3.568489592,8.432503239,7.426372674,7.16223819,3.671879203,6.232024326,5.200030277,3.509565734,4.817183175,4.071819754,7.039261533,3.158990808,9.280055845,3.640492889,3.592455999,8.411497619,6.573954804,4.67669281,3.519462198,8.299400423,6.21163669,3.493599711,8.582546365,4.382622532,8.636250675,11.04856221,9.730660289,6.335275695,11.04437482,3.852044896,8.246733187,6.250113706,8.423913463,3.806339556,7.376103155,6.137026045,4.21634195,5.40211283,7.932202503,6.416796051,4.435072881,6.922107913,6.454670879,7.632355431,3.606319771,4.646337077,7.168307568,7.558509656,9.967819208,4.128340124,9.545800534,8.928462049,7.253692631,8.144455221,9.22595186,6.118440099,6.402680308,3.861341202,3.783175976,4.140083917,4.537569686,10.53933222,3.580318421,6.414377601,9.022709674,5.101073632,10.67522731,6.132190709,4.456550754,7.579573359,4.14448009,5.858010186,7.32129757,6.414281346,6.40969896,8.978618834,6.645608051,4.141756108,5.992753153,8.674554551,6.566724192,5.574630645,9.803691399,4.99924478,6.135857167,6.322938852,6.283055663,9.117970002,3.707943769
ethionamide,4.749753141,3.497406915,3.631180406,10.36404004,9.206175707,9.142187053,5.040919402,9.915979892,4.130795245,8.388035766,4.01530713,8.395331653,9.789347922,3.895430074,5.076527998,6.899543266,3.596770794,3.353044925,3.855510023,5.829938951,3.515525196,9.287915204,7.521370615,9.281729796,3.465511473,3.513133387,6.879518156,6.297214019,7.152236251,3.563348881,10.35027818,3.29058104,4.058459015,8.747146708,4.680705791,8.473249741,13.43189995,6.995225776,5.36578501,6.358092178,7.503062343,7.24328566,4.628199696,8.311340433,4.606604194,8.288520624,7.462858417,5.271695088,4.895404551,8.655897063,6.786633219,4.902479428,8.488591302,7.624603325,7.181769224,4.622008066,5.226536336,8.070206702,4.972971225,11.59397507,4.376312374,10.77346532,5.755025941,3.935227031,8.856904223,6.10271803,4.883762769,6.667178621,6.101014379,3.62545468,4.880693587,4.231172081,9.778578727,5.471926357,7.625763852,9.773394838,3.680612778,11.51772272,9.195093995,4.709253974,8.339897032,8.34369581,5.788676276,6.299936802,3.921420747,4.783364942,8.333521132,7.852268485,7.965521327,7.402962318,8.531717996,4.400299457,4.743717739,10.676813,3.920863639,5.242513395,7.331050392,5.540601524,10.57149473,4.248590315
ethionine,5.364386402,2.676718187,2.796200832,9.440195138,10.17420598,8.488743083,8.351077088,3.882847046,3.776292301,7.83492302,3.526886388,6.696151271,5.510657425,2.756585203,3.135599405,8.232743491,2.702910586,2.549535986,3.505356171,5.374142747,7.153191272,4.599977417,6.758901473,5.152649211,4.414868086,7.803779622,4.158167946,4.789007632,4.266714139,7.735400558,5.812326608,2.783252797,7.166579777,7.835618831,4.001970486,5.631255231,12.74629011,6.854615495,7.513454782,5.500306301,8.181504617,11.14131894,7.410474988,7.894865531,4.324971258,4.20137887,3.189982502,7.949114612,7.363492918,4.650630014,3.296602145,4.924324367,4.983487055,3.670714029,10.81781126,6.983389652,4.07155915,8.534359739,4.175765325,7.877052973,2.872674307,7.108076177,7.465741019,3.704026937,5.207281723,8.719367862,8.467630223,6.868858068,7.035139111,3.054257142,6.810132425,4.70748644,6.401420619,4.86652004,4.26511205,11.3949698,2.719455791,7.706642115,4.871354577,4.904201469,3.917010502,4.553943678,8.671180865,5.257629988,3.054950509,7.328116375,5.166623504,4.211663621,5.20401689,3.77205954,6.54673311,3.72813238,5.847849037,7.218943123,7.341001065,7.357307246,8.27388326,7.727236687,7.051832406,7.336947991
etoposide,4.943463671,3.439567502,3.608409571,10.23426469,8.900416564,9.284908295,4.273355401,9.416943657,3.974292478,8.072790388,4.126892732,7.992555993,9.810180376,4.102088833,9.033659709,3.746307064,3.755926411,3.35187998,5.62290445,5.222302144,8.81276855,8.750230258,6.802977698,7.352808683,7.360044608,3.682109404,10.02538222,8.549464958,4.527445878,3.698355323,10.50336347,3.296497585,4.416865902,9.135978474,3.312736534,7.676471762,11.36725761,8.459608822,6.196381951,7.339698682,4.318270711,7.563820983,5.850714277,7.498629622,7.974309035,7.712103234,6.801631615,4.465495257,4.950052568,8.301619206,6.341026093,4.718436117,7.972985967,7.143664994,7.544549668,3.859613281,7.120686221,5.286729518,9.060770437,11.22353686,3.503314456,10.30645378,10.27933123,3.930947069,8.693847434,8.513997522,5.630967223,6.735482046,3.783649306,4.801850461,4.38897407,3.938450522,6.18868984,6.246954785,7.203724617,7.97588842,5.978864396,9.915104329,6.555846407,7.389575222,7.736128272,4.455094778,5.914526781,8.086807744,3.808076634,6.506216463,7.237581528,7.776806804,7.961855111,7.010876527,9.42100927,4.673102483,7.457346973,9.240518278,4.199108249,5.204681142,3.947352607,4.638692312,10.30465859,3.969575039
famotidine,5.143547011,3.28309535,3.457792453,9.715457888,8.847139688,8.752082588,10.2593027,9.874229588,3.780178688,7.904716752,3.98417221,7.973683901,10.17816764,3.657382547,8.597442512,3.8865279,3.309431011,3.109782586,8.406764799,10.07633787,7.983902489,7.125158572,7.165256989,9.507384184,9.213457708,4.520652886,9.557940181,9.875626474,8.041707827,5.363287017,9.809181112,3.051714718,6.857643146,4.362022167,3.137207235,10.2346911,8.235837486,10.78503087,9.839447473,9.173186715,4.313725156,7.21178452,9.188066271,8.094562061,8.309857008,8.231765125,7.392741001,5.137192265,8.789288696,8.673401011,6.985496497,8.345762987,8.244759888,7.324955032,7.147110996,3.793388871,8.781341228,5.34102223,4.823326291,11.50719947,6.457215747,10.70261091,10.18396172,4.097425321,8.536792911,6.840175416,6.030054391,10.53687468,3.925061799,7.29384447,3.862717654,6.864235848,5.997902873,8.440577537,7.549834816,13.24177935,5.349060369,11.00597715,6.536261786,8.300267137,7.631813436,8.025837857,5.95949194,8.900249074,3.642866221,9.20326903,9.061722329,7.951745903,8.837272602,7.677484365,10.0136502,7.265498464,7.714879708,10.36686581,4.644908277,4.85574734,6.208744609,4.446124095,10.56016773,6.154830893
fluoxetine_hydrochloride,12.13882199,10.21703534,10.09159294,4.505285674,3.786724519,3.522147715,10.55955743,5.327271182,8.643866188,3.135093402,8.697928597,2.876619746,9.578079484,7.789882593,5.403325111,4.133598828,7.821071822,7.441047515,3.709622237,8.070866911,4.023948116,8.982148026,2.791206653,5.975355456,5.742364566,6.551782799,6.965553724,7.507358939,8.536088106,7.013700274,5.436645895,6.980308456,3.229522424,8.949068251,8.027919061,6.302655691,11.55431215,9.263797205,9.500786457,7.252819522,5.590823687,9.612554695,9.228272517,3.967993838,4.251757417,4.621775039,3.836988656,7.947383559,8.969085881,5.769716655,3.493245956,4.1784347,5.272817164,3.909654995,9.011818714,3.396550196,6.555045357,9.160224074,7.803795671,8.090674577,7.13755094,7.46413413,8.601977362,6.638976949,5.89392955,5.024239579,5.277240713,8.526089202,4.248591325,3.569565639,3.306573599,7.860025232,8.298107296,4.767627881,4.313457669,11.98716737,6.704626593,10.64969001,4.776785352,5.210984659,5.373201423,7.100990737,7.318801247,8.64562503,6.8539828,8.781912007,7.091164134,4.45849427,8.187174972,4.254257937,9.596968277,6.04967513,8.283413311,9.807340499,7.284783513,7.786278985,6.320008479,7.359985789,7.310290802,6.15841766
fluphenazine,5.817453342,3.002990925,3.122473989,10.07870931,10.36211902,9.077685957,8.979729074,4.444394765,3.869543754,8.589799923,4.049937254,7.349513581,5.012840553,2.990336093,3.248548883,8.646006755,3.053839875,2.709499933,3.681927777,5.9979987,7.859281,4.842761601,7.277646733,5.346960094,4.949918712,8.81882814,5.339489791,5.556301426,4.404245588,8.474547264,6.634016762,3.034977531,7.515816731,8.109806873,4.088241427,6.615348354,12.97821066,7.050683469,7.644387669,5.918997506,8.622662377,11.30676081,7.611153297,8.906785205,5.142072452,4.502052596,3.497546072,8.172935014,7.529205883,4.787578013,3.351959725,4.747727407,4.982175649,4.259087066,10.98635699,7.537340168,4.326151765,8.318792972,4.906632568,7.810174442,3.177078698,7.17605991,7.971209894,4.27143272,5.51276335,9.141615146,9.012972419,7.003226219,7.520804877,3.434470537,7.398312535,4.798700731,7.071033883,5.253682854,4.662914632,11.99251467,3.206771546,7.888917131,4.5871793,5.690038508,4.473851967,5.551279621,9.295816806,6.179450797,3.210664078,7.605868508,5.663651818,4.430076269,6.158698587,4.404028498,6.967669834,4.173203967,6.415708585,7.413467504,7.829746342,7.56999299,9.221524373,7.934558854,7.318165606,8.000590307
flutamide,5.242609588,2.63671688,2.834727329,9.642625553,9.929415066,8.503694519,8.556941384,3.961541344,3.99344281,7.810193774,3.43752374,7.433290531,5.459549948,2.878202066,3.225198774,8.351123759,2.842310495,2.409280663,3.553047304,6.274115747,7.217420525,4.264913526,6.837155669,4.967725647,4.792541173,8.54560435,4.957930989,5.035652418,4.155470264,8.455769722,6.709242871,2.624609205,7.136290737,7.923283621,4.665633534,6.181484329,12.74488512,6.596117046,7.357161505,5.93796975,8.141456788,11.03669036,7.383063768,8.238817336,4.478876754,4.53360895,3.339738792,7.929494623,7.023687924,5.714373203,3.384761787,4.671758488,4.781079498,3.98007115,10.71000444,7.025132394,4.151883084,8.17816291,4.507603114,7.890104238,2.959599296,7.096581199,7.705027518,3.469427142,4.965280454,8.841114624,8.49835037,7.401723718,7.528072258,3.067352953,6.99483939,4.347606251,6.517494829,5.062746758,4.303774623,11.72769932,2.783858673,7.785811168,4.921171549,5.380262177,4.268007541,4.958647255,8.363899752,5.574397077,3.016061585,7.301269437,5.568222546,4.256029386,6.060662487,4.365545812,6.485269421,3.819280761,5.828279818,6.994061321,7.569560502,7.518871332,8.705045234,7.376092751,7.213579107,7.434836784
furosemide,4.768789331,3.381068469,3.362573574,10.09811816,9.050387338,8.861560363,10.2689064,9.153184968,3.795041637,8.059538959,3.818193672,7.81484957,9.916061678,3.546403601,8.325815574,3.881885478,3.419500242,3.149386019,8.980176922,10.24892751,8.194907751,7.26583003,6.995801959,10.62930103,8.82600866,4.659562155,9.428101042,9.649896268,8.611204639,4.832638995,9.42502491,3.099104095,7.142790589,4.870018329,3.167705249,9.978222216,8.625106275,11.24506301,10.27587971,8.879986743,4.174298964,7.748246435,9.879284698,8.347260228,8.034095147,8.123056931,6.867549603,4.572405534,8.883412195,8.680670072,6.997885074,8.330046922,8.208392878,7.253596789,7.775254527,3.594776287,7.831334605,4.488683679,4.955864665,10.97842047,5.515185153,10.27923381,10.84934124,3.773825256,8.29517644,6.997723657,6.141279985,10.899683,4.310028839,6.81761276,3.834718838,6.21005409,6.096057749,8.30580381,7.328528903,13.34099841,5.312446294,12.0278934,6.622468103,8.617253053,7.049848839,7.100880761,5.469256243,9.204416179,3.56240102,9.561302302,9.598616635,7.377714898,7.777554792,7.214608622,10.20314694,7.600889668,7.583372613,11.35583217,4.940902833,4.614219173,5.702705018,4.684095581,9.710053166,6.128103917
galactosamine,12.30507665,10.28745515,10.1905249,4.269474289,4.202320827,3.878713103,11.04302777,5.985445206,8.674751851,3.332717621,8.774085499,3.115846584,9.271832943,8.042968758,6.069380223,4.107391271,7.507258988,7.553338999,3.875298857,8.601889574,4.897437964,8.96112822,2.904905242,6.716678876,6.101756388,6.116542402,7.29850179,8.029315495,8.572251442,6.640935249,5.982162208,7.057541197,3.438547826,9.067540998,7.888201489,7.460648743,11.53572389,9.590400531,9.546046523,8.116432134,5.173609156,9.729919811,9.245208489,4.70535343,5.191274751,5.333276589,4.208617555,8.046524135,9.328822964,5.884983289,3.691587691,4.695668926,5.61205231,4.308536714,8.948659548,3.660605111,7.033304,9.230892438,8.330661967,8.461317195,7.31397792,7.949145344,9.00213857,6.54787655,5.914604601,5.257648636,5.374599143,8.95340691,3.917107396,3.599048364,3.666393719,7.917004571,8.360718607,5.151584152,4.504074633,12.3811671,6.989245188,10.57941609,4.808909163,5.502013557,5.482158944,7.695591073,7.540601774,8.67041494,6.667649184,8.795207355,7.0548875,4.802499472,8.606976113,4.343377521,10.19242073,6.534915922,8.688838589,9.643774223,7.409579188,7.97590128,7.115799907,7.394470904,7.781492111,6.176395541
gemfibrozil,5.504087421,2.537434162,2.691257288,9.575648297,9.883679561,8.639756963,8.193592638,4.032876422,3.538793297,7.922194981,3.747815802,7.430195157,5.488623707,2.812933345,3.142416077,8.420489236,2.577456744,2.416308763,3.475524117,5.346007209,6.915614879,4.842898587,7.0332414,4.364509874,4.322341574,8.10530709,5.319986464,5.279220585,3.943185902,7.831931774,6.509452924,2.503363958,6.858934083,8.175190206,4.92764642,6.152324626,12.3409506,6.711815132,7.37297912,5.792940444,8.301324065,10.92560098,7.07981147,7.97943355,4.080239561,4.5789887,2.903524039,7.756545451,7.244353658,4.685487831,3.11644727,5.104698087,4.432683569,3.654356836,10.74424504,7.152166904,4.128944684,8.14872112,4.488115249,7.808193867,2.774716947,6.950269204,7.911495516,3.621724867,4.927965164,8.533333813,8.067464377,6.398613738,7.537789479,2.751851808,7.169520754,4.422020646,6.537366136,4.715319475,4.046147242,11.82368342,2.68261927,7.46264911,4.72221697,5.05727462,4.098966932,5.083415304,8.530074064,5.322651886,2.830666198,7.212503904,5.203157182,4.548195229,6.052256147,3.888814521,6.474599974,3.75126453,6.23121908,6.855764298,7.196286379,7.651136592,9.000122223,7.43251033,6.93396124,7.084043066
