Drugs,RPS4Y1,DDX3Y,EIF1AY,XIST,XIST,XIST,CYP2C8,FAM76B,DDX3Y,XIST,KDM5D,XIST,ANKRD1,EIF1AY,PMAIP1,ERAP2,TXLNGY,ZFY,EDNRB,CYP3A4,COL1A1,LOC101928820,XIST,MMP1,IGFBP7,SULT1C2,PMAIP1,TNC,C5orf27,SULT1C2,HSP90B1,TXLNGY,ROBO1,SPG20,HTATSF1P2,CCL2,PLA2G2A,LMCD1,CYP2A6,TAGLN,ERAP2,CHI3L1,CYP2A6,GSTT1,CXCL5,TM9SF3,PANK2,IL20RB,CYP2B6,NCKAP1,UTP18,MGAM,RHEB,ALG5,CHI3L1,ERAP2,C6orf141,DAAM1,SLCO1B3,ALB,ZNF880,TXN,ANXA1,DDX3Y,PNN,MREG,CALCA,CYP3A4,ERAP2,PTX3,ENPP2,AKR1D1,GSTM3,IFI16,EMC7,AKR1B10,SEMA3C,HSPA6,LOC220729 /// SDHA /// SDHAP1 /// SDHAP2,DCN,TWF1,CXCL6,SLC51A,SLC7A11,TTTY15,CYP2A6,MMP10,RPAIN,ACSL4,MTPN,MMP3,MMP12,LOC338620,HSPA6,MYO1D,RASSF4,ACSM2A,TSPAN8,EME1,LOC100507389
phorone,11.74006726,9.827076936,9.804870796,4.21366389,3.55447513,4.092233248,11.11327897,5.711022126,8.582597664,3.25600279,8.189990797,3.039949001,8.555787803,7.507308379,4.906224023,4.130822717,7.725520552,7.699872996,4.502174095,8.561457793,4.718124102,9.029710316,2.727382985,7.345545357,5.212759274,5.953607593,6.410750792,7.138984231,8.169162293,6.236544637,6.453893417,7.066677519,3.265592304,9.232838037,8.197744645,6.144431636,11.45197499,9.144593229,9.393299988,7.677446599,4.346282299,9.403993801,9.330488737,4.473356823,3.79520322,5.676396356,3.757353158,7.843194069,9.018059264,5.729618972,3.869479442,4.286568051,5.346145578,4.306591767,8.809779009,3.338632137,6.910645887,9.003314729,8.322431232,8.199378747,6.492230118,7.570894682,8.601482281,7.306050357,5.731664608,5.453034102,4.998386763,8.758246698,3.888034691,3.364962452,3.437355453,7.330610788,7.95382539,4.692744132,4.225442192,12.17213798,6.495243403,10.5742442,4.555941937,4.741201999,5.381582503,6.468668935,7.142121736,9.07391248,6.237647856,9.008407776,7.118404452,5.012588768,8.303578504,4.452500546,9.923687422,6.510075755,8.250675954,9.713748527,7.061123741,7.545096421,5.618305878,6.892731683,7.114483949,5.876550937
promethazine,4.233356124,3.269533911,3.531329154,9.800783186,8.24506059,8.464354641,9.435104603,8.560640572,3.840066662,7.580526932,3.657155441,7.368383914,10.32439776,3.595981749,7.779992304,3.547618936,3.262234585,3.187238111,7.39085499,9.760956469,7.083310172,5.788480879,6.104203494,9.158384845,8.226793114,4.659693845,8.49309977,9.060270543,7.733953434,4.873419989,9.185583938,3.110323471,6.262770305,3.963117318,3.045532765,9.50964367,7.999564323,10.05320903,9.558458285,9.0089168,3.802986264,6.719330202,9.036610383,7.810506367,7.054357591,7.600042244,6.060441625,4.238961629,7.904088002,8.623234972,5.833425144,7.794694745,8.412217419,6.945955127,6.724486332,3.833635523,6.925354444,4.075280864,4.189682227,11.08690412,5.112246286,10.70226745,10.02376879,3.547667382,7.828562379,5.43102476,5.459072092,10.31530663,3.634697981,6.284690887,3.526459894,5.422957983,4.958632766,7.642467696,6.692984355,12.89809923,4.317666021,10.33935705,6.10537122,7.774773015,7.067162773,5.642848574,4.496203556,8.541157672,3.388390874,8.856704689,8.216351523,6.91261674,7.1395047,6.144733192,8.728767767,5.655598699,5.292545717,9.938210254,4.739144812,4.321730863,4.362093299,3.711850178,9.710137139,5.346105442
propranolol,12.02929973,10.04792696,9.838218853,4.197687399,3.403141156,3.402861303,10.5617476,5.061294827,8.358383852,3.127970967,8.551093981,2.855492141,8.854554938,7.710422577,5.126669753,4.148679221,7.495086355,7.234025256,3.842755988,7.978814882,4.322857333,8.831184444,2.71357267,6.314486932,5.366565888,6.480192277,6.740291523,7.081809728,8.44393161,6.89803024,5.155196763,6.760900777,3.180500476,8.775024112,7.647702241,5.916069033,11.49349339,8.85691332,9.397099455,7.224726637,5.40151512,9.493824963,9.010625558,4.184897089,4.122227243,4.55904382,3.847484115,7.693689387,8.699093372,5.656738747,3.388994594,3.936554778,5.242066533,3.801053828,8.923275746,3.413728389,6.214203621,9.097829346,7.573047161,8.128134417,6.83827276,7.425066604,8.454945148,6.521705313,5.777128921,4.981694637,4.946339096,8.453927169,3.827797053,3.355790737,3.247312007,7.871921166,8.123056595,4.66474316,3.943012991,12.02407966,6.465942911,10.20807354,4.539989376,4.863223265,4.924431845,7.132840549,7.2580648,8.205817296,6.422088922,8.572151433,6.836761125,4.29498326,7.982862121,4.328544746,9.665675795,5.857542452,8.313861238,9.354790811,6.94197772,7.520400123,6.823163569,7.362380949,7.444228485,6.255409664
propylthiouracil,4.396817891,2.323149323,2.515360564,9.078064108,9.425415643,7.861370564,7.13258759,2.727406359,3.354627661,7.379081179,3.022375464,6.519754712,3.833070626,2.413913325,2.908897907,7.385542621,2.305813412,2.207302057,2.887853963,4.932769016,6.473066091,3.748977812,6.190532757,4.505017748,3.376254563,7.36519164,4.220793033,4.257884567,4.05673213,7.158015647,5.368962614,2.450242198,6.349077762,6.649901018,2.932867805,5.034525995,12.15224578,6.191940738,6.810817086,5.271866638,6.599664671,10.56565582,7.039772816,7.622079192,3.639887257,4.095394924,2.694184606,7.609870297,6.352028046,4.321730454,2.773069236,4.523650945,4.103591646,3.600815603,10.43939532,6.424886668,3.202477754,7.455349878,3.976418879,6.940786567,2.551934725,6.362294879,7.112085511,2.925777422,3.911496741,7.744000318,7.885976108,6.296212706,6.265058364,2.464612075,5.905162858,3.295595182,6.107924267,3.652487979,3.37441759,10.96493059,2.37286148,7.734944127,3.959210636,4.544470471,3.49652676,2.94226779,7.514766444,5.778537839,2.604667318,6.8708895,4.67702587,3.903762044,3.757342934,3.329582631,5.884137053,3.284523945,4.942413576,7.125016282,7.071085617,6.398345224,6.968109874,6.829037175,5.98999311,6.483140736
quinidine,4.424725023,3.373755191,3.457410734,9.943274674,8.881997968,8.761078037,9.878718846,8.95069311,3.735960735,7.942185471,3.786688767,7.713580572,10.57835759,3.458679142,8.364891526,3.770766738,3.39567891,3.155186436,8.130676989,9.797465172,8.045767335,6.807185123,6.776016725,9.620488345,8.285947572,4.794704228,9.506149142,9.753453432,8.241231532,5.167137548,9.657404446,3.153957452,6.794386531,4.456899088,3.009616177,10.25795634,8.0452562,10.85545104,9.737040692,9.133544947,3.961928618,7.380413015,9.30438793,8.133838768,7.732800725,8.239614044,6.416344029,4.90397584,8.515055183,8.672365026,7.05670108,8.40273922,8.115222903,7.259176935,7.09795939,3.572720757,7.173435486,4.554012269,4.666135246,10.84242317,5.499221203,10.30947806,10.57658106,3.82743678,8.56172205,6.33054545,5.837838444,10.4039013,3.967506127,7.357104482,3.735602336,6.798824792,4.756554066,8.288277563,7.443454014,12.85982132,5.562593636,10.76056167,6.445501779,8.235393451,7.308474778,7.436044828,5.009476075,8.505924372,3.537069093,8.875652182,9.099895183,7.463567924,7.497756676,6.84717881,9.333623598,7.171257766,6.771390729,9.945100966,4.427087963,4.456704686,6.000344227,4.393119418,10.03217557,5.542692768
ranitidine,4.682571052,3.320985636,3.494679493,9.941240465,8.793618264,8.756514242,10.35312285,9.384391182,3.985870103,7.970579169,3.858587783,7.498589263,10.76753201,3.577789792,8.791557578,3.782290807,3.425243135,3.119136005,8.543390371,10.25467171,8.143739022,7.250696099,6.854348848,10.0457292,9.070357445,4.965876088,9.582516611,9.533689409,8.578575912,5.762720326,9.74321352,3.195868509,6.947113339,4.977110578,3.107135432,10.1600194,8.527349798,10.85475827,10.11294154,9.368561372,4.042827888,7.38090848,9.599405232,8.357799083,7.884792677,8.383210807,7.091451323,5.128348019,8.95089258,8.784941446,7.391718643,8.268572962,8.662985628,7.406449584,7.283496654,3.616194829,7.793441582,5.416880138,4.954979857,11.29715765,6.109790626,10.68925527,10.60232003,3.784040601,8.559526303,7.052459061,6.197449068,10.85853956,3.851681521,7.585427647,3.940099934,7.83777281,5.570130201,8.896487624,7.883818504,12.98910772,5.334754985,11.07649768,6.653094409,8.540567761,7.336576227,7.83884123,5.392254815,9.001828617,3.544446034,9.426529285,9.363232926,7.825475465,8.392428579,7.630673906,9.869239498,7.453649915,7.565387455,10.28984584,5.016487238,5.137719056,6.36796879,4.562635159,10.29614357,6.642899257
rifampicin,5.728233354,3.152474394,3.371118931,10.54095093,10.87897032,9.603067854,9.968267181,4.791313932,4.685409242,8.819715426,4.317474735,7.402972123,6.529388921,3.389646454,3.562440677,8.541407984,3.232948468,2.876990849,4.038971074,7.956264777,7.948730888,5.229389749,7.695995142,5.820135849,5.156907181,8.923187764,5.444068608,5.621249427,4.695899505,9.012942516,6.368726968,3.186780536,7.636775336,8.256434674,5.088024067,6.255616205,12.85098045,7.336873613,8.316501,6.031095316,8.902195145,11.57242119,8.062671648,8.83665726,4.640030362,3.879386891,3.676271017,8.235036683,8.064880148,4.493324508,3.85744891,5.578082508,5.202554181,4.201706901,11.3269329,7.452710869,4.999228925,8.089221772,5.326082852,7.994203171,3.302386605,7.013902026,8.156819693,4.191341727,5.862234363,9.353115617,9.263227723,9.020818606,7.190579767,3.466420855,7.737959421,5.391069186,7.178513893,5.409031428,4.451325373,12.23829982,3.237173364,8.222426911,6.108587108,6.062255978,4.720638595,5.564760287,9.785634741,5.983749856,3.36046581,8.172194631,5.830035854,4.863670855,6.87934616,4.508406357,7.177110781,4.514188475,7.327529726,7.846214618,7.482917537,8.108903816,9.450759266,8.176275069,7.45538193,8.573616614
rotenone,11.89256382,10.12982923,10.1259773,3.961696755,3.633230619,3.777390975,10.93094757,5.957492569,8.786821608,3.22881148,8.459207107,2.854203595,8.971513043,7.888526059,5.032974759,4.279692339,7.722362713,7.66654521,3.478519992,8.197866449,4.11441346,9.059384513,2.710613619,6.092886799,5.002660064,5.958558391,6.971933957,7.682022984,8.159413515,6.413364155,6.279979573,7.144739571,3.283575478,9.241233936,8.294604797,6.610180581,11.40815266,9.155212915,9.537737847,7.576874569,4.901399934,9.296039572,9.313156695,4.477610229,4.640289171,5.178445107,3.741157028,7.937516401,9.145476403,5.741731537,3.550612574,4.636681994,5.364288176,4.134337201,8.761559289,3.362922678,6.373471451,9.13068375,8.302050164,8.299581215,7.004381923,7.611206501,8.69726436,6.868014557,5.695879908,5.29271876,5.03311603,8.464036341,3.934323059,3.240009254,3.186430511,7.797048572,8.212304006,4.806299503,4.56592531,12.14579371,7.331551636,10.2955257,4.242311031,5.028695807,5.675174029,7.619883643,7.0725089,8.497976884,6.811691673,8.834610258,6.901676744,4.960636622,8.413029462,4.846946324,9.628772757,5.935408199,8.221429102,9.295480894,7.177256729,8.010764732,6.875152362,7.538625504,7.429411192,5.976615604
simvastatin,4.511020592,3.550928227,3.734608467,10.66752401,9.468810247,9.411915811,5.495670724,9.784106837,4.116299942,8.618628922,4.012334925,8.182100139,9.440118665,3.794332743,4.292964921,6.570987074,3.751212963,3.479640218,3.99007188,6.045817178,3.609669496,9.8626438,7.357189109,9.045873532,3.75551648,3.740112903,5.884727152,4.797973526,7.735247383,3.785651659,10.73361772,3.488252989,4.159427298,8.801484115,4.470266494,6.399924505,13.51635634,7.057140601,5.178682322,5.52826693,7.081603999,7.266835334,4.90409512,8.700750133,4.033787825,8.669727742,7.262875956,5.346524835,4.358142937,8.998604725,7.017428187,5.160506183,8.701935436,7.920424901,7.249635378,5.393573227,4.831303924,8.084834742,5.26212832,11.45209434,4.466496977,10.95923354,6.138643633,3.84558153,8.824578032,5.896353767,4.794721986,7.56536485,5.902880243,3.76563446,4.884989071,4.095664834,10.21116359,5.403074007,7.9397907,10.28718093,3.666440129,11.66300975,9.364241496,4.58737904,8.536165611,7.272017264,5.839656465,6.46364654,3.876187448,4.790898956,7.912640724,7.738422118,7.931484535,7.474381453,8.273456175,4.633643604,4.52101414,10.77045027,4.505947191,5.028865094,7.085804037,5.760820597,10.44674311,5.126375943
sulfasalazine,4.254135894,2.766557809,2.802320647,9.087307108,9.274751982,7.853920873,7.542577873,3.309980993,3.175891077,7.291090552,3.162820467,6.561049906,4.221604607,2.793538855,2.900426018,7.579750134,2.676897155,2.594329158,3.050743525,4.717685241,6.355804765,3.793630354,5.697073098,4.363426331,3.696857025,7.3494049,4.144217542,4.078529623,3.914950439,7.488946302,5.999024778,2.737411332,6.433037297,6.434562186,3.138820339,5.313597062,12.27461036,6.227148386,6.536845937,4.851346734,7.048002444,10.66272395,6.95150867,7.704877155,3.422463625,4.071621069,2.949026076,7.384324058,6.456637684,4.696858598,3.004873359,3.867518257,4.202246927,3.70086223,10.35314543,6.444029029,2.954995523,7.482445292,3.944534954,7.075418537,2.860812479,6.550306917,7.178167112,3.339853645,4.096226341,8.037363654,7.84138017,6.221302603,6.749289195,2.966425308,6.299533379,3.635390837,5.921928596,3.742691141,3.713811189,11.1024289,2.747131071,7.12295123,3.777000131,4.358706787,3.759588589,4.033499293,8.087973648,4.428816381,2.950690369,6.714459043,4.788018965,4.167905738,3.510572838,3.819531942,5.498782241,3.321240609,4.471466508,6.643978796,6.666380151,6.405405343,7.774448854,6.992932615,6.456640324,6.747825997
sulindac,4.592809742,3.356372852,3.416127541,10.16640437,9.03315509,9.088330738,4.296089132,10.0300196,4.1421141,8.00451548,4.021149526,8.047920957,9.593488401,3.488800542,4.036022029,5.733065298,3.77489254,3.237192769,3.754320719,5.587574243,3.539580573,8.99169336,6.831175439,9.317815849,3.664984561,3.486553776,5.846071585,4.729947734,6.922858494,3.464055898,10.58380356,3.254881797,3.936235202,8.581855753,4.779302043,4.883382048,13.31660375,7.202205805,5.318318795,5.227118409,6.963475168,7.438941878,4.713654043,8.174439852,3.70866482,8.287905498,7.764062317,5.055702481,5.577249583,8.565139377,6.564383407,5.007919603,8.649117419,7.58413632,7.240086179,4.83903334,5.383377953,7.52573402,4.974756595,11.54295,4.159154366,10.76253409,4.580306856,3.71958619,8.785669979,6.094101862,5.169499211,6.587395675,6.002512682,3.57023066,4.547492061,3.85603617,9.682156765,5.077894942,7.534738549,8.758370672,3.640796366,11.91159725,9.011064265,4.482673956,8.234256241,5.699206447,5.507614657,6.082241918,3.73911575,5.013008962,8.311127011,7.745986766,7.718986647,7.683015146,8.113056469,4.460837273,4.618401169,11.05763929,4.111939747,4.967932309,6.550591343,5.315424739,10.0497563,4.269072783
sulpiride,4.307697678,3.287593754,3.345385189,10.10051072,8.241572554,8.459435362,4.427199411,8.856384951,3.757509691,7.668508121,3.678470467,7.74597721,9.798915016,3.643035154,4.591545692,6.215576487,3.324240353,3.128626453,3.352280852,6.238057304,3.177641676,8.865101287,6.399739717,8.350854281,3.230109392,3.460360474,5.607553612,4.914781511,7.142610232,3.58740455,10.03758819,3.009361118,3.605291034,8.440347294,4.403068718,6.988939215,13.02886801,6.007092805,4.863426373,5.71554694,6.375616346,6.716740354,4.604030427,8.08825449,3.595043606,7.790082382,7.13790166,5.321489335,3.898348545,8.738278133,5.787678546,4.661131074,8.754097908,7.149532046,6.813613232,4.868190043,4.643531112,7.599181632,4.672033034,11.22910696,3.991343667,10.72800991,6.17739485,3.588081597,8.471530245,5.127086385,4.200114454,7.539601425,5.261783846,3.49091916,3.958576209,5.018459471,9.270925089,5.019996936,6.833999723,8.973526925,3.201475635,11.07076841,8.772401024,3.995057466,7.949887901,6.404451515,5.479949472,5.670234496,3.480409976,5.041419902,7.259108841,7.338286278,6.893065432,6.599253392,7.715203514,3.92869399,4.257769975,10.48404699,4.333915984,5.162661182,6.627510368,4.676793203,9.840978201,4.124079898
tacrine,4.475584307,3.129542629,3.292015806,9.295967829,8.759627027,8.643529886,9.678504325,9.370155721,3.596044035,7.264367236,4.038373296,7.031177177,10.14171259,3.509900042,8.242886476,3.518377022,3.311859298,3.053399206,8.256094153,9.549622554,7.90236835,6.473622473,6.540283306,9.441910369,8.727159495,4.260838725,9.36240054,9.400377978,7.88517516,4.971808605,9.148926792,2.960257423,6.224422145,4.170677073,2.898398082,9.746938212,7.891160162,10.89156967,9.446375538,8.931556764,3.878843764,6.691203109,8.939949952,7.726141144,7.920909275,7.491939622,6.769717587,4.599634301,8.175218944,7.887893539,6.822548913,8.035392864,7.882580701,6.901475395,6.687603949,3.505060051,7.990502923,4.486099001,4.746272791,10.90559792,5.47649894,10.1168412,10.00158371,3.612474436,8.084873147,6.34644859,5.466851176,9.907560163,3.604478967,7.319877044,3.689340613,6.109378336,5.55326982,7.867720712,6.876177075,12.88178693,4.834691585,10.74340623,5.946647418,8.253537242,6.792691338,7.612867878,4.928404832,7.873631701,3.45304388,8.653415687,8.744763687,7.237713852,8.198289715,6.880120216,9.528575072,6.780378156,7.423358461,9.911673449,3.870004049,3.970779117,5.984646438,4.449295645,9.895994295,4.903747117
tamoxifen,11.37062436,9.76912297,9.208124615,3.767186326,3.544331181,3.565431486,7.423506801,7.481177158,8.502728517,3.324237456,6.691573286,3.36195027,8.290759405,6.959657626,6.819594088,3.465295958,5.666010149,4.448060675,3.239673979,4.280941068,4.00669949,6.927271286,3.106929615,8.651070129,3.342790234,3.351376223,8.252332697,6.049724652,4.5009032,3.365558838,7.905132358,5.558319209,3.374783395,8.30233053,3.698555708,8.018218674,10.93687061,9.683007388,5.780239894,10.73025427,3.738748575,7.973286025,5.77283575,8.292478901,3.557440097,6.87448669,5.605343039,3.69488153,4.991064959,7.707269219,6.117168947,4.26244827,6.698770585,5.778409602,7.43775316,3.472209199,4.183427551,6.827494493,7.407988585,9.781603648,3.861291085,9.126763448,8.373612277,6.876325016,7.613894152,9.007438985,6.073790888,5.907240932,3.476667846,3.762563157,3.952728462,4.365535436,10.32659822,3.233138647,5.713493837,8.671171626,4.628084899,10.43075451,5.51833594,3.951971384,7.067791795,3.783788238,5.560350677,6.887699561,5.944436125,5.739430375,8.3860201,5.978715263,3.909147066,5.351493248,8.251318026,6.149547014,5.190388033,9.612578192,4.391501854,5.716183209,5.764716778,5.656922313,8.689342438,3.518521999
tannic_acid,4.62326868,3.408228396,3.493607234,10.06339102,8.85714322,9.023067104,10.27249596,9.520629979,3.620002771,7.981293538,3.794174783,7.912662293,10.76152336,3.589777402,8.779099217,4.023621326,3.360087666,3.13846646,8.455941252,10.02131355,8.214791994,7.291307892,7.131295427,10.04389101,8.937159698,4.634115773,9.92562276,9.686580317,8.767722935,5.055506176,9.725740058,3.080733274,7.168612121,4.3720859,3.037149663,10.75265476,8.30985347,11.05040638,9.850234752,9.681310259,4.151283021,7.285472704,9.40466643,8.2228752,8.286447463,8.325834504,7.73321442,5.60619939,8.664480903,8.660809765,6.784204336,8.893396469,8.33184536,7.456316164,7.284816976,3.712531454,7.773275581,4.965855597,4.482383738,11.09187891,6.811073473,10.42248375,10.64712355,3.626786681,8.647028907,7.242575644,6.158177253,10.68760328,4.268329757,7.793110258,3.986713884,6.664896459,5.905384873,8.464173634,7.602692261,13.27335248,5.673103903,11.42739592,6.729796061,8.481315006,7.249922774,8.157581225,5.437967321,9.370266611,3.551105188,9.149141676,9.427394556,7.713343896,8.040098271,7.498052591,9.811143965,7.467666141,6.662584192,10.59001226,5.125630042,4.670053381,6.186985254,4.426775704,10.26600704,6.189025299
terbinafine,4.591673838,3.307548273,3.413572625,10.28109919,9.132455945,9.346028483,4.174403595,8.859091497,3.856133912,8.240696117,3.726670604,7.666803664,10.53279606,3.728349216,8.9388419,3.709874638,3.492705822,3.167040152,5.399397399,4.952519051,9.604103165,8.559134501,6.810067296,7.26685133,7.909986018,3.491086603,9.821805767,8.563090954,5.544637621,3.36992043,10.3721082,3.118347094,5.131706507,9.260110335,3.151078462,8.37807794,11.26032237,8.641149318,5.817230747,7.633879743,4.033106797,7.834019938,5.588480192,7.525100209,7.864152271,7.585124365,6.559145254,4.369224491,4.715510523,8.169368378,6.447191148,4.740533853,8.245008561,7.187210019,7.692092671,3.739843993,6.261781441,4.849228222,9.089721849,10.92162224,3.378292097,10.2625596,10.70054302,3.733312098,8.504077775,8.807829442,5.535244465,6.896348633,3.755127478,5.798893521,4.174850231,4.130724645,6.259986983,6.82733145,7.288607334,8.548803007,6.178840337,9.680957061,6.767000376,7.027544757,7.868625341,4.637788778,6.102697032,8.408745213,3.584667939,5.975340878,7.216463811,7.769677629,8.087151773,6.68631052,9.14205507,4.182251401,7.359403456,9.062543079,4.70371953,5.217464046,4.3660391,4.243606477,9.958389945,3.559630768
tetracycline,5.477380855,2.862559014,2.980565657,9.501319851,9.621383203,8.346095978,7.871771819,3.50507592,3.440503111,7.539810751,3.549926376,6.477102646,5.838909998,2.880559765,3.499032594,7.987909536,2.770075828,2.729620212,3.402221561,5.412620614,6.988396146,4.574762571,6.451692193,4.454919831,4.627999116,7.814661784,4.899039924,4.958033476,4.172637477,8.092546124,6.122450964,2.82102881,7.153007658,7.265765417,3.712404427,6.40821141,12.62894446,6.930507989,7.150528503,6.149454151,7.724788247,10.8539192,7.346157971,8.364162589,4.009253677,4.376775254,3.376669243,7.728837397,6.707418763,4.435389913,3.365508291,4.780141805,4.648250958,3.899384705,10.84426098,6.933960164,3.491562041,7.737375284,4.199386959,8.059046334,2.998421871,7.560857227,7.798586285,3.467256119,4.878549393,8.550655132,8.60410575,6.90210356,6.317570972,2.946200092,6.664331938,4.127426899,6.483262732,3.758565308,3.979533598,11.6086529,2.885266879,7.761335533,4.379975036,4.648428641,4.10049484,4.715377318,8.375976272,5.174569063,3.124351312,7.214901622,4.908033595,4.82821648,4.791125935,3.883469535,6.083557622,3.633940744,4.894072939,6.894282384,7.376030285,7.378241778,8.511886238,7.782456758,7.432789467,6.947450372
theophylline,4.621768051,3.368197214,3.447967665,9.987715117,9.092629758,9.088659126,10.31929294,9.398605047,3.947789537,7.990909311,3.807985791,7.524944911,10.08751365,3.711134393,8.476317098,3.670092832,3.42781087,3.162978488,8.871918241,10.13487362,7.713889215,6.016659935,6.865002751,10.69713796,9.07350597,4.324968953,9.567040174,9.364119589,8.762958055,5.109566693,9.327521452,3.122625238,7.219647992,4.126839896,2.985813865,9.783403431,8.755117894,11.49848364,10.02501546,8.972264836,3.931370906,7.966316929,9.475122917,8.326486898,7.921606868,7.85341413,6.821090258,4.429106131,8.738917183,8.084051139,6.505242309,7.964275689,8.23952946,7.093307557,7.809631202,3.626373013,8.181841209,5.285980228,4.860670043,10.96835365,5.723702262,10.25589924,9.666810957,3.977325765,8.321621495,6.291733114,6.621818757,10.71236217,3.769185193,6.302516648,3.726028458,6.445592789,5.771520063,7.558408814,7.437274631,12.69664147,5.056299034,11.63211104,6.470175895,8.787992535,7.013430483,7.431930138,5.205375378,8.69149833,3.519291186,9.18739828,9.795843069,7.090869817,8.43107552,6.840902485,10.24609861,7.966627001,7.872899849,10.96471917,4.583350625,4.319153782,6.064220594,4.396079848,9.892064237,6.877650057
thioacetamide,5.486093329,2.907141665,3.280299034,10.25272649,10.10318252,9.246139049,8.891935664,5.346277007,4.080341939,8.296395126,4.081721326,7.333285658,5.806975834,3.262192523,3.507642002,8.883741021,3.198285765,2.860918894,3.992418676,6.153767862,7.765573075,5.332836002,7.433735233,5.343798184,5.329926007,8.832938809,5.373766512,5.617111887,4.737039019,8.714826396,7.125432666,3.105056917,7.871580976,8.24261629,4.333850551,6.415760617,12.71649584,7.158129981,7.873769765,5.946610654,8.81199803,11.42763807,7.78899384,9.100666202,4.384128215,4.996381689,3.974559332,8.398920245,7.464940108,5.919710346,3.719644312,5.070655314,4.889316742,4.509085242,11.06841424,7.857985706,4.128542129,7.922169847,4.987070045,8.390169595,3.361268296,7.665660371,8.058583677,4.125656883,5.91107892,9.107783673,9.041886643,7.1237343,6.562986124,3.546065353,7.578950321,4.948246376,7.026279988,5.52335978,5.0065638,12.17509234,3.181444577,8.184683549,5.217129767,5.54610151,4.69589361,5.563729667,9.125552166,5.932549085,3.30732064,7.64771629,5.900120056,5.122613473,6.639436847,4.644812251,6.855496859,4.37566804,6.085582341,7.304195867,7.838533643,7.877995568,9.303612436,8.258279875,7.621965707,8.183518978
thioridazine,5.320405403,3.390626987,3.369875975,9.911276,10.06942188,8.730767806,9.01864948,3.976158217,4.378420047,8.185695101,4.096944931,7.522724926,5.16473966,3.460247355,3.540345091,8.51870234,3.152122648,2.964115364,3.925378218,6.294873668,7.367903333,4.683906485,7.017948739,5.503029417,5.211697186,8.644185473,5.017312947,5.409343372,4.575082301,8.419413882,6.493877857,3.166121253,7.480930958,8.249976303,4.49316417,6.355195845,12.96461581,7.284513024,7.805572786,5.79883032,8.406876947,11.49512937,7.940456903,8.644609628,4.817553124,4.382309911,3.424562982,8.166009869,7.469715379,5.030683419,3.623983883,4.657835065,4.772874518,4.195670256,11.14918519,7.295612569,4.466888219,8.219369146,4.925384252,7.711809729,3.380228791,7.024787478,7.886765696,4.052991162,4.898932259,9.164395527,8.967179429,7.548896595,7.716597664,3.466794344,7.270498174,4.921763076,6.899187554,5.408381279,4.375934781,11.94323304,3.231775639,8.09495024,4.806257748,5.644519214,4.288701179,5.235567323,9.306470121,5.753835244,3.362330802,7.803229713,5.808561191,4.40966514,5.928560436,4.557183799,6.74823575,4.057197171,6.068535371,7.77799057,7.770262303,7.686551702,9.098660632,7.824188767,7.13254901,7.951477122
ticlopidine,4.175428621,3.301887843,3.332027558,9.868454386,8.213957876,8.585244028,3.895879581,8.607963615,3.70137147,7.626476161,3.642151952,7.407055903,9.612916703,3.565122052,3.954537267,6.287913329,3.375097185,3.201448168,3.461264408,4.747908287,3.337791462,8.81615738,6.459643234,8.162830595,3.261123387,3.400528655,5.341247393,4.849750516,6.637411317,3.337010518,9.983400698,3.065057953,3.61184581,8.258197503,4.594798383,7.190890584,12.97063763,6.294579417,4.766781374,5.805617878,6.179904441,6.591922223,4.527415334,7.971314182,3.609868176,7.457185929,6.676166002,4.609371098,4.019380928,8.509420031,5.563624313,4.705324522,8.555106956,7.151166543,6.693360651,4.816985318,4.272979663,7.010300057,4.392904769,11.20322446,3.825687514,10.67278161,5.380948431,3.538270695,8.120213059,4.663786421,4.341931445,6.607565585,4.682926252,3.435313666,4.198465528,3.71982204,9.223708464,4.796285979,6.782231194,9.270215399,3.337153811,11.39175729,8.513713858,4.081784168,7.65760707,6.56897389,5.251659203,5.288804633,3.511688072,5.115449626,6.933359222,7.221605493,6.657611711,6.305160419,7.337138177,3.845387129,4.269737667,10.628371,4.189613639,4.831945312,6.368870449,4.672398072,9.712084771,3.702096019
tiopronin,4.366288518,3.315965481,3.528552411,9.667585156,8.364176194,8.332010629,9.597327195,8.77997031,3.900312775,7.576943708,3.858996688,7.237371919,10.24733361,3.509695306,7.921416673,3.650102353,3.394476316,3.239514273,7.449658684,9.697790832,6.782053548,5.847672308,6.088923054,9.167797401,8.153078946,4.174785176,8.608011167,9.221634198,7.532690271,4.444210277,9.387494587,3.119096406,6.001829649,3.888251835,3.102072332,10.26009907,7.72638237,10.38665458,9.718566594,9.525948868,3.960408647,6.531655116,9.010096195,7.720820765,6.809337659,7.584876624,6.24713667,4.250667275,7.984725108,8.529516015,5.659249525,8.224831785,8.265162812,6.621155219,6.653660846,3.703701826,7.445091048,4.251156526,4.144430512,11.10094628,4.726339723,10.64579635,9.861912319,3.590631549,7.779678983,5.331751868,5.449974865,10.12463528,3.762405329,6.261112485,3.67846589,5.661242782,5.217514908,7.500432623,6.671626114,12.92778945,4.303898948,11.12452171,5.899467506,7.759347013,6.944845158,7.036339376,4.993248701,8.054781197,3.640749343,8.889031133,8.375810368,7.051200023,7.410029813,6.183703937,8.9355985,5.948150131,6.137770018,10.5747864,4.434155744,4.422889984,4.981572315,4.010497742,9.830449273,4.945067654
